title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Bosi i Herraud Droga do Sławy,Marina Podolska,2024-12-01,116,polski,Hachette Polska,"baśnie, legendy, podania",papier,3,1,"W Sadze o Bosim i Herraudzie pojawia się wiele bardzo barwnych postaci: są to potężni konungowie i nieustraszeni wikingowie, piękne córki królów i wesołe córki prostych niewolnych chłopów, a także wiedźma w służbie dobra i kapłanka trollli w świątyni przerażającego bóstwa. Głównymi bohaterami są jednak dwaj młodzi wojownicy, od których saga wzięła swoją nazwę - bracia krwi Bosi i Herraud, pierwszy syn prostego chłopa, a drugi - wspaniałego władcy. Silna przyjaźń i absolutne oddanie sobie nawzajem dają im tyle siły i szczęścia, że z łatwością pokonują najbardziej niewiarygodne niebezpieczeństwa i z powodzeniem osiągają najtrudniejsze cele. Skomplikowana fabuła obraca się wokół pobratymców. Ta historia ma wszystko: krwawe bitwy i wesołe uczty, namiętną miłość i ognistą nienawiść, moc magii i siłę przyjaźni. I ta historia ma również szczęśliwe zakończenie!","6,7",9788328254763,https://lubimyczytac.pl/ksiazka/5171258/bosi-i-herraud-droga-do-slawy
Fish head,Simon McHardy,2024-12-01,100,angielski,brak wydawnictwa,horror,e-book,1,1,"Blackfin Harbour, Maine. 1987. Five college friends hit the road to join the village's annual Harbour Harvest Festival. Upon their arrival, they discover that the locals aren’t all that they seem and lurking deep in the nearby waters is an ancient horror armed with razor teeth and a rusty hook!","6,0",,https://lubimyczytac.pl/ksiazka/5171087/fish-head
Demon ruchu i inne opowiadania,Stefan Grabiński,2024-11-28,238,polski,Hachette Polska,horror,papier,2,0,"ZAWARTOŚĆ[Demon ruchu]1. Głucha przestrzeń (Ballada kolejowa)2. Smoluch3. Fałszywy alarm4. Demon ruchu5. Maszynista Grot6. Sygnały7. Dziwna stacja (Fantazja przyszłości)8. Błędny pociąg (Legenda kolejowa)9. Ślepy tor10. Ultima Thule[Księga Ognia]1. Zielone Świątki (Parafraza)2. Muzeum dusz czyśćcowych3. Gebrowie4. Płomienne gody5. Zemsta żywiołaków (Legenda strażacka)6. Biały Wyrak (Gawęda kominiarska)7. Czerwona Magda8. Pożarowisko9. Pirotechnik (Legenda astralna)*Mistrzowie horroru i fantastyki #35Ilustracje Horyzont Henryk Sułek / Adobe Firefly*W cyklu Demon ruchu brakuje 4 opowiadań (Wieczny pasażer, W przedziale, Engramy Szatery oraz Przypowieść o krecie tunelowym). [MSN]","9,0",9788328249608,https://lubimyczytac.pl/ksiazka/5169999/demon-ruchu-i-inne-opowiadania
Opowiem ci mroczną historię,Stefan Darda,2024-11-27,336,polski,Czarna Owca,horror,papier,678,138,"Strzygi? Demony? Nocne mary? Tego się spodziewacie? Czy to, co najmroczniejsze, musi się wiązać z zaświatami? A może codzienność bywa bardziej niebezpieczna niż ekstremalne wyczyny? Czasem do rozpoczęcia koszmaru wystarczy uściśnięcie dłoni, spojrzenie komuś w oczy lub wspólna podróż pociągiem… Ludzie potrafią zgotować sobie całkiem mroczne historie. Czy tego chcą? Niejednokrotnie nie, ale ciąg zdarzeń, przypadki i ślepy los potrafią nieźle zagmatwać życie.Groza to domena Stefana Dardy. Jednak groza w dardowskim wydaniu to przede wszystkim gra na emocjach, wniknięcie w ludzką psychikę i analiza niecodziennych zachowań. To nie tylko nieuzasadniony strach przed demonami czy duszami zmarłych, ale również podświadomy lęk przed tym, co może kryć się w zakamarkach ludzkiej psychiki.","6,7",9788383820804,https://lubimyczytac.pl/ksiazka/5164914/opowiem-ci-mroczna-historie
Legendy Pomorza,Jarosław Kociuba,2024-11-24,454,polski,Wydawnictwo POZA,"baśnie, legendy, podania",papier,0,0,"Pomorze to kraina leżąca na południowym brzegu Bałtyku, która może się pochwalić bogatym folklorem i tradycjami. Położenie na pograniczu pomiędzy Słowiańszczyzną, państwami niemieckimi oraz Skandynawią przez setki lat wzbogacało miejscową kulturę, w swym rdzeniu słowiańską, o elementy czerpane z tradycji ludów sąsiednich. Powstała w ten sposób unikatowa mieszanka kulturowa, po ostatniej wojnie dodatkowo jeszcze rozwinięta o motywy płynące z tradycji polskich, jest wyjątkowo bogata i atrakcyjna. Jednym z jej wytworów są lokalne legendy i baśnie. Opowiadają one o miłości, odwadze i wierności, piętnują zło, chciwość i zdradę, jednak oprócz tych uniwersalnych wartości przekazują nam wiedzę o dawnych zdarzeniach i życiu ludzi, którzy zamieszkiwali dawniej pomorską ziemię.W książce zebrano opowieści z ziem dawnego Księstwa Pomorskiego, niezależnego państwa rządzonego przez dynastię Gryfitów, które w latach swej świetności rozciągało się od ziem meklemburskich aż po Lębork i Łebę.","0,0",9788397037298,https://lubimyczytac.pl/ksiazka/5173477/legendy-pomorza
Czarownice z Krwon,Maciej Sobczak,2024-11-22,290,polski,Wydawnictwo Poligraf,horror,papier,1,1,"""Oto powieść o czarownicach. Podobno wywołuje strach nawet wśród najbardziej zagorzałych miłośników horrorów. Lecz są i tacy, którym z pewnością zakręci się łezka w oku. A jak ty, czytelniczko, czytelniku, zareagujesz na książkę po jej przeczytaniu? Gorąco zachęcam do lektury.""","2,0",9788383083339,https://lubimyczytac.pl/ksiazka/5172912/czarownice-z-krwon
Stancja,Mariusz Matan,2024-11-21,292,polski,Novae Res,horror,papier,72,24,"Dom pełen tajemnic, w którym granica między światem żywych a umarłych się zacieraMajka przyjeżdża do Sejn, niewielkiego miasteczka na Suwalszczyźnie, by znaleźć pracę i rozpocząć nowy etap w swoim życiu. Rozglądając się za mieszkaniem do wynajęcia, trafia na ogłoszenie o stancji w starym, zabytkowym domu.Cena jest bardzo atrakcyjna, ale na forum internetowym pojawiają się wpisy, że dom emanuje jakąś dziwną energią, a ludzi, którzy się do niego zbliżą, nachodzą złe myśli. Pomimo negatywnych opinii Majka postanawia w nim zamieszkać.Po kilku dniach Julia – przyjaciółka dziewczyny – otrzymuje od niej niepokojącą wiadomość. Próbuje skontaktować się z Majką, lecz bezskutecznie. W końcu postanawia pojechać do Sejn, by sprawdzić, co się z nią dzieje. Kiedy przyjeżdża na miejsce, dowiaduje się, że mieszkanie Majki wynajmuje już ktoś inny.Wkrótce okaże się, że miasteczko skrywa mroczną tajemnicę, której ujawnienie może rozpętać prawdziwe piekło…","7,4",9788383733838,https://lubimyczytac.pl/ksiazka/5165984/stancja
Zapomniany zbawca,Piotr Zalisz,2024-11-21,275,polski,Wydawnictwo WasPos,horror,papier,10,5,"Saga to chłopiec należący do pierwszego pokolenia dzieci urodzonych w czasach globalnej zarazy zwanej pustką. Jej następstwa doprowadziły do trzeciej wojny światowej, którą przetrwał. Teraz dziesięcioletni bohater, straciwszy całą rodzinę, stara się odnaleźć swoje miejsce w chorym, pokręconym świecie. Gdy jednak podejmuje pierwsze samodzielne decyzje, zaczyna miewać sny, wizje, omamy, których nie jest jeszcze w stanie zrozumieć przez ich enigmatyczność czy grozę. Mimo szaleństwa, które ogarnia świat, w życiu Sagi wydarza się coś, co zmienia jego spojrzenie na wszystko.","7,9",9788382905793,https://lubimyczytac.pl/ksiazka/5166046/zapomniany-zbawca
Zacznijcie się modlić,Kacper Sawala,2024-11-20,406,polski,DELSON Publishing,horror,papier,5,4,"Książkę zamówisz na www.kacpersawala.plOsiemnastoletni Karol trafia do aresztu za zbrodnię, której, jak twierdzi, nie popełnił. Aby oczyścić go z zarzutów, jego ojciec – znany już z poprzednich części trylogii – szanowany komisarz Śliwka, musi wziąć sprawy w swoje ręce i odkryć, co naprawdę wydarzyło się podczas szalonej imprezy w środku lasu.Gdy przerażające koszmary zaczynają wkraczać w rzeczywistość Karola, a potajemne śledztwo Śliwki utyka w martwym punkcie, mężczyzna zwraca się o pomoc do dawnej przyjaciółki. Jej interwencja uruchamia lawinę coraz bardziej wstrząsających wydarzeń, które wymykają się spod kontroli. Starzy znajomi muszą zmierzyć się z własnymi lękami i odkryć, co łączy sprawę zniknięcia nastolatki ze znanym im domem Czerwonego Barona. Komu mogą zaufać? Czy współwięzień Karola naprawdę zamordował swoją żonę? Dlaczego komisarz również doświadcza złowieszczych wizji? Jakie są prawdziwe zamiary obłąkanego biskupa i jaki sekret skrywała zaginiona przed laty żona Śliwki?„Zacznijcie się modlić” to finał trylogii grozy, poprzedzony powieściami „Mieszkamy obok raju” i „Nigdy nie śnią”. To nasycona tajemnicami opowieść o zdesperowanym ojcu, który za wszelką cenę próbuje dowieść niewinności swojego syna, oraz o tym, że granica pomiędzy wiarą a szaleństwem jest naprawdę cienka.","8,4",9788396483966,https://lubimyczytac.pl/ksiazka/5167504/zacznijcie-sie-modlic
Muzeum dusz czyśćcowych,Stefan Grabiński,2024-11-14,576,polski,Vesper,horror,papier,353,76,"Stefan Grabiński: jedyny polski klasyk opowieści niesamowitej. Maszynista widmowych pociągów, mediumista zabłąkanych dusz, geometra przestrzeni między światami. Nikt tak jak on nie potrafił postrzec grozy przyczajonej w prowincjonalnych miasteczkach, w kątach starych mieszkań, pod podszewką zwyczajności. Nikt prócz niego nie poznał demona ruchu, białego wyraka i zabójcy czasu.Zapatrzony w Edgara Allana Poego, szybko zapomniany, po latach inspirował między innymi Stanisława Lema, ale długo czekał na ponowne odkrycie.Muzeum dusz czyśćcowych: nowy wybór najlepszych nowel mistrza grozy, ozdobiony stylowymi ilustracjami.*Wybór i posłowie: Maciej PłazaIlustracje: Maciej Kamuda","8,0",9788377315217,https://lubimyczytac.pl/ksiazka/5163216/muzeum-dusz-czysccowych
Morella,Edgar Allan Poe,2024-11-14,15,polski,4P Acoustic,horror,audiobook,179,10,"Morella Edgara Allana Poe to opowiadanie o skomplikowanej relacji między dwójką przyjaciół, którzy decydują się na zawarcie związku małżeńskiego. Początkowa miłość w pewnym momencie gdzieś zaczyna tracić na sile, a śmierć żony przyśpiesza załamanie bohatera. Czy nowonarodzone dziecko pomoże mu wyjść na prostą? A może pogłębi aktualny stan?Audiobook dostępny ze specjalnie skomponowanymi utworami muzycznymi spotęguje w słuchaczu napięcie sytuacji, która odbywa się w głowie bohatera, a także w jego otoczeniu.Czy zło do nas zawsze wraca? Czemu nie jesteśmy w stanie poradzić sobie z odejściem bliskiej osoby? Czy na pewno to jest rzeczywistością?Tego wszystkiego dowiesz się w produkcji 4P Acoustic Morella, a także w innych utworach z serii Historia z dźwiękiem.Edgar Allan Poe ""Morella""Czyta: Wiktor PiechowskiReżyseria dźwięku: Mikołaj UrbańskiProdukcja: 4P Acoustic","7,3",9788368272208,https://lubimyczytac.pl/audiobook/5167209/morella
Szalona zagroda,Stefan Grabiński,2024-11-14,531,polski,Vesper,horror,papier,10,2,"Wyobraźnia Stefana Grabińskiego jest jak lokomotywa, porywająca pociąg pełen pasażerów w sferę dojmującego mroku i wyrafinowanych koszmarów.Zapraszamy do wagonów. Skład tomu Szalona zagroda gwarantuje odwiedziny w krainach pionierskich dokonań mistrza grozy (opowiadanie tytułowe, Zez, Engramy Szatery),jak i wyprawę do dojrzałych, późnych kreacji (skandalizująca powieść Salamandra czy satanistyczny Cień Bafometa). Odważny podróżnik może zwiedzić też efekty brawurowych eksperymentów artystycznych w utworach rozproszonych i nierzadko zapomnianych (Czad, Czarna Wólka, Parkan, Lepianka w czystym polu),a nawet zagłębić się w tunele podświadomości pod fantazją „polskiego Lovecrafta” (Zmora). Podróż do niezwykłego świata, wykreowanego przez najwybitniejszego rodzimego twórcę literatury niesamowitości, w wyborze i z przewodnictwem zdeklarowanego miłośnika Grabińskiego.*Zbiór zawiera również opowiadanie Karola Irzykowskiego ""Wagon astralny"".Wybór i posłowie: Rafał NawrockiIlustracje: Maciej Kamuda*ZawartośćNA TROPACH TAJEMNICYSzalona zagroda (z tomu Na wzgórzu róż, 1918)Na wzgórzu róż (z tomu Na wzgórzu róż, 1918)Zez (z tomu Na wzgórzu róż, 1918)Cień (z tomu Na wzgórzu róż, 1918)Engramy Szatery [z prasy]NIESAMOWITE PODRÓŻEPrzypowieść o krecie tunelowym: epilog do Demona ruchu (z prasy)Czarna Wólka (z prasy)Lepianka w czystym polu (z prasy)OPOWIEŚCI CMENTARNEKruk (z tomu Szalony pątnik, 1920)Sad umarłych (z prasy)Opowieść o grabarzu (z prasy)GROZA W SYPIALNITajemnica hrabiny Maspery (z prasy)Ksenia (z prasy)Czad (z prasy)POWAŻNIEJCiuciubabka (z prasy)Zmora (z prasy)Parkan (z prasy)OGON DIABŁASalamandra (powieść, 1924)Cień Bafometa (powieść, 1926)APPENDIXWagon astralny (Karol Irzykowski)POSŁOWIEZagrabione spod kotary (Rafał Nawrocki)GRABIANA Mały leksykon archaizmów i neologizmów Stefana Grabińskiego (Rafał Nawrocki)NOTA WYDAWNICZA","8,0",9788377315064,https://lubimyczytac.pl/ksiazka/5163213/szalona-zagroda
Pan Kołysanka,J.H. Markert,2024-11-13,464,polski,HARDE Wydawnictwo,horror,papier,68,32,"Pod miejscowością Harrod’s Reach rozciąga się stary, zrujnowany tunel kolejowy, w którym dochodzi do serii niewyjaśnionych zdarzeń. Gdy zostaje w nim znaleziony ranny i pogrążony w śpiączce Sully Dupree, przerażeni mieszkańcy żądają zasypania przekopu. Zastępca szeryfa Beth Gardner nie wierzy w złą aurę tego miejsca aż do chwili, gdy odnajduje w nim dwa ciała, a przy nich dziwne zapiski z wersami ze starych kołysanek. Wkrótce potem Sully Dupree na krótko budzi się ze śpiączki i przekazuje starszemu bratu wiadomość, że jest uwięziony po drugiej stronie tunelu w Lalalandii – obcym i nieznanym świecie zamieszkanym przez istoty z sennych koszmarów. Sully tkwi tam wraz z setkami innych pogrążonych w śpiączce osób, które desperacko próbują powstrzymać przedostanie się mitycznego zła ze świata snów do rzeczywistości. W innym miejscu pewien mężczyzna od lat słyszy w swojej głowie głos. Nazywa go Panem Kołysanką. W końcu ulega jego podszeptom i wypełnia rozkazy. Zaczyna zabijać.","6,4",9788383434339,https://lubimyczytac.pl/ksiazka/5131331/pan-kolysanka
Mity greckie opowiedziane na nowo,Charlotte Higgins,2024-11-13,352,polski,Marginesy,"baśnie, legendy, podania",papier,11,4,"Oto znane mity o stworzeniu świata, o Heraklesie, Tezeuszu i Perseuszu, o wojnie trojańskiej i Argonautach. W przeciwieństwie jednak do wielu poprzednich zbiorów mitów greckich centralne miejsce zajmują tu bohaterki: to Atena, Alkitoe, Filomela, Arachne, Andromacha, Helena, Kirke i Penelopa opowiadają historie, wplatając je w tkane przez siebie gobeliny. Maluje się na nich świat skrajności, który głęboko rezonuje z naszym: tajemnicze choroby niszczą miasta, katastrofy ekologiczne pochłaniają istnienia, kobiety doświadczają przemocy ze strony mężczyzn.W tej niezwykle oryginalnej i przełomowej interpretacji kobiety wreszcie otrzymują głos, aby przedstawić dobrze znane w kulturze europejskiej historie ze swojej perspektywy. Ich opowieści łączą się w porywającą epopeję o miłości i pożądaniu, stracie i gwałcie, przygodzie i magii, niszczycielskich bogach, bezbronnych ludziach, fantastycznych stworzeniach i pomysłowych czarownicach – a wszystko to zostało uzupełnione rysunkami Chrisa Ofilego, subtelnymi niczym nić Arachne.","7,7",9788368226706,https://lubimyczytac.pl/ksiazka/5162626/mity-greckie-opowiedziane-na-nowo
Bestiariusz japoński 2. Yūrei,Juan Rivera,2024-11-12,208,polski,Bosz,"baśnie, legendy, podania",papier,3,1,"(Wydanie I, Wydawnictwo BOSZ, Lesko, 2024)""Bestiariusz japoński 2. Yūrei"" - Najnowszy „Bestiariusz japoński”, napisany i zilustrowany przez Witolda Vargasa, autora bestsellerowych Bestiariuszy słowiańskich, stanowi drugą część opowieści o bóstwach, demonach i duchach z Kraju Kwitnącej Wiśni. Jest to niezwykle rzetelne opracowanie, które w ciekawy sposób przybliża polskim czytelnikom postaci i historie znane z japońskich baśni i legend.Straszący uczniów w szkolnych toaletach aka manto, zręcznie przełamujący bariery między światem żywych i umarłych fudakaeshi, rozbawiający zasmuconych ludzi haradashi, zsyłający koszmary i paraliż senny kanashibari, dające się udobruchać mściwe duchy tatarigami czy mrożąca krew w żyłach japońska królowa śniegu Yuki onna to zaledwie garstka spośród niemal stu nadprzyrodzonych istot przedstawionych na kartach książki. Każda z opisanych postaci jest równie fascynująca, co przerażająca, a śledzenie ich poczynań gwarantuje znakomitą lekturę.To pozycja obowiązkowa dla wszystkich entuzjastów serii Legendarz oraz wielbicieli japońskiej kultury.Liczba ilustracji: 116","7,0",9788375768299,https://lubimyczytac.pl/ksiazka/5167284/bestiariusz-japonski-2-yurei
