title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Historia uwodzenia,Jean-Claude Bologne,2024-12-15,450,polski,Aletheia,historia,papier,9,2,"O tym, jak złożony jest ten pozornie błahy temat książki, świadczą kłopoty z nazwaniem go. Autor, Jean Claude Bologne (ur. 1956),belgijski pisarz i mediewista, nadał jej właściwie dwa tytuły: najpierw Histoire de la conquête amoureuse (Historia podboju miłosnego),a potem L’invention de la drague. „Wynalezienie” owego drague, „podrywu” nastąpiło w latach pięćdziesiątych XX wieku, ale badanie historii miłosnych „podbojów” zaczyna się tu od Owidiusza i Alcybiadesa. Po drodze mamy jeszcze takie słowa, jak flirt (od lat osiemdziesiątych XIX wieku) czy dating (od lat dwudziestych XX wieku),nie mówiąc już o mnóstwie potocznych określeń mniej lub bardziej dosadnych, których grzeczne „uwodzenie” dalece nie oddaje. Bologne stara się uchwycić specyficzne zjawisko kulturowe, tak różnorodne w zależności od epoki i warstwy społecznej, „zatrzymując się przed drzwiami sypialni”, to znaczy rekonstruuje jego moment najbardziej ryzykowny: pierwszy krok. Tropienie tych ulotnych chwil inicjowania kontaktu, śledzenie ich przemian z biegiem stuleci to zadanie tyleż dla historyka, co dla pisarza, którym autor tej monografii również (a może przede wszystkim) jest. I dlatego wśród przywoływanych źródeł poczesne miejsce zajmują utwory literackie i pamiętniki. To one najlepiej pozwalają wydobyć aurę średniowiecznej miłości dwornej, renesansowej galanterii czy romantycznych zalotów. W bibliografii czytelnik znajdzie unikalną listę ponad stu „podręczników uwodzenia” od I wieku n.e. do dziś.","7,0",9788367020657,https://lubimyczytac.pl/ksiazka/5168623/historia-uwodzenia
Zarzecze. Dzieje wioski od czasów najdawniejszych do 1945 roku,Wojciech Kiełkowski,2024-12-15,608,polski,Wydawnictwo Destiny,historia,papier,1,0,Książka jest monograficznym przedstawieniem dziejów Zarzecza na Śląsku Cieszyńskim.,"10,0",9788397388604,https://lubimyczytac.pl/ksiazka/5172548/zarzecze-dzieje-wioski-od-czasow-najdawniejszych-do-1945-roku
Ojczulkowie. Filary czy przekleństwo Węgrów?,Bogdan Góralczyk,2024-12-13,420,polski,Wydawnictwo Akademickie Dialog,historia,papier,2,1,"Jak wytłumaczyć fenomen Viktora Orbána? Jakie są tajniki jego dojścia do władzy? Jak napisał red. Robert Walenciak, Węgrzy kochają swoich dyktatorów, a Viktor Orbán garściami od nich czerpie. Franciszek Józef zbudował mit Wielkich Węgier, Miklós Horthy mit narodu zdradzonego, János Kádár – mit porządku i małej stabilizacji. Oto polityczni ojcowie Viktora Orbána.Profesor Bogdan Góralczyk w swej najnowszej książce prowadzi nas przez historię Węgier i ich przywódców od czasów Monarchii Habsburgów aż po obecnego premiera, ze znawstwem i polotem tłumacząc motywacje Węgrów i ich niełatwe dzieje najnowsze, opierając się zarówno na licznych źródłach, jak i własnych obserwacjach. To książka dla każdego, kto pragnie się dowiedzieć, co tak naprawdę Węgrom w duszy gra.","9,0",9788382381450,https://lubimyczytac.pl/ksiazka/5171228/ojczulkowie-filary-czy-przeklenstwo-wegrow
Brunatna pajęczyna. Agenci Gestapo w okupowanym Krakowie i ich powojenne losy,Alicja Jarkowska,2024-12-13,312,polski,Universitas,historia,papier,0,0,"Autorka podjęła próbę rekonstrukcji modus operandi agentów krakowskiego Gestapo podczas okupacji niemieckiej oraz ich dalszych losów po zakończeniu wojny. Książka opisuje ich udział w zbrodniach popełnianych na mieszkańcach Krakowa, tworzenie grup Wehrwolfu w 1945 roku oraz rolę byłych agentów w budowie komunistycznego aparatu bezpieczeństwa w charakterze funkcjonariuszy, tajnych współpracowników czy działaczy partyjnych. W monografii odtworzono biogramy prominentnych agentów i prowadzących ich gestapowców oraz działalność siatek agenturalnych. Ofiarami ich aktywności byli m.in. żołnierze ZWZ/AK, ukrywający się Żydzi, a także osoby tworzące Komitet Obywatelski do spraw Opieki nad Polskimi Uchodźcami w Budapeszcie trudniący się pomocą Polakom i Żydom uciekającym z okupowanego kraju, w tym prawdopodobnie sam Henryk Sławik i artysta Stefan Filipkiewicz.Nie przesadzę twierdząc, że mamy do czynienia z opracowaniem w wielu aspektach wręcz pionierskim – nie tylko w odniesieniu do historii okupowanego Krakowa, ale historii szeroko rozumianego funkcjonowania niemieckich struktur policyjnych w Generalnym Gubernatorstwie. Drobiazgowe odtworzenie siatek konfidenckich, zwrócenie uwagi na pochodzenie narodowościowe i środowiskowe zwerbowanych osób, wykazanie, że agenci otrzymywali za swą pracę nie tylko pieniądze czy upominki, ale także mieszkania, czy dzierżawę lokali gastronomicznych, to całkowite novum.Z recenzji dra hab. Sebastiana Piątkowskiego Autorka odsłoniła świat, który był światem brutalnym i w wielu przypadkach nie kończył się wraz z zakończeniem wojny/okupacji. To świat zróżnicowany (…) – inaczej funkcjonował świat funkcjonariuszy, a inaczej świat agentów. Jednak to zdecydowanie dość spora jednorodność poczynań, a przede wszystkim ich skutek. Dlatego te dwa światy to solidne dopełnienie społecznej części dziejów okupowanego Krakowa 1939–1945.Z recenzji prof. dra hab. Jacka Chrobaczyńskiego","0,0",9788324241064,https://lubimyczytac.pl/ksiazka/5171264/brunatna-pajeczyna-agenci-gestapo-w-okupowanym-krakowie-i-ich-powojenne-losy
Krwawy sąd. Toruńska sprawa z 1724 roku,Katarzyna Pietrucka,2024-12-12,,polski,Muzeum Okręgowe w Toruniu,historia,papier,1,0,Katalog towarzyszący wystawie pod tym samym tytułem.,"6,0",8798366208469,https://lubimyczytac.pl/ksiazka/5167262/krwawy-sad-torunska-sprawa-z-1724-roku
Cesarstwo Rzymskie,Christopher Kelly,2024-12-12,182,polski,Wydawnictwo Uniwersytetu Łódzkiego,historia,papier,0,0,"Autor zaprasza czytelnika w podróż po historii- od Augusta do Kommodusa -i spuściźnie cesarstwa rzymskiego. Ukazuje je przede wszystkim jako imperium siły stosujące mieszankę przemocy, ucisku, porządku i taktycznego użycia władzy, by zapewnić trwanie jednolitej kultury. Czytelnik dowie się nie tylko, jak powstało imperium, jak nim zarządzano, jaka była religia i struktura społeczna, lecz także w jaki sposób lokalne kultury uległy romanizacji i jak ludzie w odległych krainach zaczęli wierzyć w cesarza jako boga. Znajdzie tu również szkic o tym, jak przedstawiano cesarstwo w czasach współczesnych, począwszy od oświecenia przez imperium brytyjskie czasów wiktoriańskich po najnowsze hollywoodzkie hity kinowe.*Interdyscyplinarna seria KRÓTKIE WPROWADZENIE piórem uznanych ekspertów skupionych wokół Uniwersytetu Oksfordzkiego przybliża aktualną wiedzę na temat współczesnego świata i pomaga go zrozumieć. W atrakcyjny sposób prezentuje najważniejsze zagadnienia XXI w. – od kultury, religii, historii przez nauki przyrodnicze po technikę. To publikacje popularnonaukowe, które w formule przystępnej, dalekiej od akademickiego wykładu, prezentują wybrane kwestie. Książki idealne zarówno jako wprowadzenie do nowych tematów, jak i uzupełnienie wiedzy o tym, co nas pasjonuje. Najnowsze fakty, analizy ekspertów, błyskotliwe interpretacje. Opiekę merytoryczną nad polską edycją serii sprawują naukowcy z Uniwersytetu Łódzkiego: prof. Krystyna Kujawińska Courtney, prof. Ewa Gajewska, prof. Aneta Pawłowska, prof. Jerzy Gajdka, prof. Piotr Stalmaszczyk.","0,0",9788383315966,https://lubimyczytac.pl/ksiazka/5174918/cesarstwo-rzymskie
Matura z historii. Wypracowania maturalne. Matura od 2025 roku,Szymon Bocianowski,2024-12-12,470,polski,Ius Vitae,historia,papier,0,0,"Zbiór „Matura z historii. Wypracowania maturalne” to największy zbiór wypracowań na rynku: 78 (!) wypracowań uporządkowanych według czasu i miejsca:→ prehistoria i starożytność→ średniowiecze do 1492 r. – Europa i świat→ średniowiecze do 1505 r. – Polska→ nowożytność do 1789 r. – Europa i świat→ nowożytność do 1795 r. – Polska→ okres 1789-1918 – Europa i świat→ okres 1795-1918 – ziemie polskie→ okres od 1918 r. – Europa i świat→ okres od 1918 r. – Polska→ tematy przekrojoweWydanie 2 – zgodne z podstawą programową aktualną na egzaminie maturalnym od 2025 roku! Dołożyliśmy starań, aby tematy i teksty wypracowań jak najbardziej przypominały zadania, które można spotkać ma maturze.Każde wypracowanie opatrzone zostało szczegółowymi komentarzami, wskazującymi istotne fragmenty i niezbędne części pracy, a także ułatwiającymi orientację w tekście. Książkę otwiera wprowadzenie zawierające objaśnienia dotyczące najlepszych sposobów pisania wypracowań – od czego zacząć, na co zwrócić uwagę i co powinien zawierać tekst!","0,0",9788367726689,https://lubimyczytac.pl/ksiazka/5172554/matura-z-historii-wypracowania-maturalne-matura-od-2025-roku
Spadochrony nad Arnhem,Adam Witold Wysocki,2024-12-11,160,polski,Bellona,historia,papier,20,3,"Książka poświęcona bitwie pod Arnhem, która kosztowała bardzo drogo aliantów. Z brytyjskiej 1 dywizji powietrzno-desantowej, która wylądowała do walki w składzie 10 095 silnych, zdrowych, doskonale wyszkolonych i wyposażonych żołnierzy, zdołano ocalić zaledwie 2163 ludzi. Polska brygada pozostawiła pod Arnhem i Driel 23 procent stanu oficerów i 22 procent stanu szeregowych. Łącznie straty wyniosły około 400 ludzi, w tym 80 poległych. Ta wysoka cena krwi nie przyniosła, niestety, oczekiwanych rezultatów. Operacja „Market-Garden” zakończyła się połowicznym sukcesem.Ten kolejny tomik z reaktywowanego legendarnego cyklu wydawniczego wydawnictwa Bellona przybliża czytelnikowi dramatyczne wydarzenia największych zmagań wojennych w historii; przełomowe, nieznane momenty walk; czujnie strzeżone tajemnice pól bitewnych, dyplomatycznych gabinetów, głównych sztabów i central wywiadu.","6,4",9788311178304,https://lubimyczytac.pl/ksiazka/5167828/spadochrony-nad-arnhem
Upadek Singapuru,Zbigniew Flisowski,2024-12-11,168,polski,Bellona,historia,papier,16,0,"Singapur, „twierdza nie do zdobycia”, skapitulował w ciągu zaledwie siedmiu dni. Około 80 000 brytyjskich, indyjskich i australijskich żołnierzy zostało wziętych do niewoli razem z 50 000 innych żołnierzy alianckich pojmanych przez Japończyków podczas bitwy o Malaje. Brytyjski premier Winston Churchill nazwał te sromotną klęskę „najgorszą katastrofą” i „największą kapitulacją” w historii Wielkiej Brytanii.Ten kolejny tomik z reaktywowanego legendarnego cyklu wydawniczego wydawnictwa Bellona przybliża czytelnikowi dramatyczne wydarzenia największych zmagań wojennych w historii; przełomowe, nieznane momenty walk; czujnie strzeżone tajemnice pól bitewnych, dyplomatycznych gabinetów, głównych sztabów i central wywiadu.","6,5",9788311178335,https://lubimyczytac.pl/ksiazka/5167823/upadek-singapuru
Dywizjon żab,J.M. Woytt,2024-12-11,128,polski,Bellona,historia,papier,12,1,"Na pomysł podmorskiej „piechoty” jako pierwsi wpadli Włosi. To oni stworzyli pierwsze oddziały podwodnych dywersantów i saperów. Szybko znaleźli jednak naśladowców w innych krajach. W czasie drugiej wojny światowej oddziały te nie wpłynęły i nie mogły wpłynąć w sposób zasadniczy na przebieg działań wojennych, ale ich akcje dziś wydają się spektakularne. Niniejszy tomik nie relacjonuje wszystkich operacji przeprowadzanych przez podwodnych dywersantów na wszystkich teatrach minionej wojny, przedstawia jednak najbardziej typowe z nich, takie, które w sumie dają ogólny obraz stosowanych metod i środków walki.Ten kolejny tomik z reaktywowanego legendarnego cyklu wydawniczego wydawnictwa Bellona przybliża czytelnikowi dramatyczne wydarzenia największych zmagań wojennych w historii; przełomowe, nieznane momenty walk; czujnie strzeżone tajemnice pól bitewnych, dyplomatycznych gabinetów, głównych sztabów i central wywiadu.","6,6",9788311178366,https://lubimyczytac.pl/ksiazka/5167832/dywizjon-zab
Pod niebem Francji,Wacław Król,2024-12-11,168,polski,Bellona,historia,papier,13,1,"Autor opisuje obronę francuskiego nieba w 1940 roku. Wzięło w niej udział ponad 140 polskich myśliwców. Walczyli oni w jednym czysto polskim dywizjonie 1/145 warszawskim, w eskadrze Montpellier, podzielonej na 6 kluczy frontowych, w 9 luźnych kluczach frontowych i w 11 kluczach obrony ośrodków przemysłowych („kominowych”). Ogółem Polacy zestrzelili na pewno ponad 52, prawdopodobnie 5 i uszkodzili ponad 6 nieprzyjacielskich samolotów. Co ciekawe, jedno zwycięstwo przypadło mechanikowi kapralowi Stefanowi Lisiakowi.Ten kolejny tomik z reaktywowanego legendarnego cyklu wydawniczego wydawnictwa Bellona przybliża czytelnikowi dramatyczne wydarzenia największych zmagań wojennych w historii; przełomowe, nieznane momenty walk; czujnie strzeżone tajemnice pól bitewnych, dyplomatycznych gabinetów, głównych sztabów i central wywiadu.","6,3",9788311177468,https://lubimyczytac.pl/ksiazka/5167833/pod-niebem-francji
Bitwa o Jawę,Witold Supiński,2024-12-11,160,polski,Bellona,historia,papier,7,1,"Japończycy starali się opanować Jawę poprzez realizację starannie ułożonego planu pod starannie dobranym, jednolitym dowództwem. Aliantom brakowało nie tylko planu obrony, ale nawet wspólnego celu. Jawy chcieli bronić tylko Holendrzy, natomiast Anglia, a szczególnie Stany Zjednoczone starały się tylko opór ich podtrzymać, nie angażując swych sił w większym stopniu. W tych warunkach walna bitwa morska musiała być przegrana, co przesądziło ostatecznie losy całej kampanii. Japończycy przewyższali aliantów pod względem ciężkiej artylerii, uzbrojenia torpedowego, a zwłaszcza rozpoznania lotniczego, co paraliżowało wszystkie rozpaczliwe wysiłki kontradmirała Karela Doormana zmierzające do zniszczenia sił inwazyjnych.","6,7",9788311178274,https://lubimyczytac.pl/ksiazka/5167829/bitwa-o-jawe
