title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Wycieczki osobiste,Ałbena Grabowska,2024-12-20,,polski,Storytel Original,"literatura obyczajowa, romans",audiobook,36,5,"Lektor: Marta Markowicz, Hela Urbańska, Artur Kujawa, Paweł Deląg, Olga Bołądź, Magdalena Lamparska, Magda Karel, Jarosław Boberek, Sylwia Nowiczewska, Jakub Kamieński, Janusz Zadura, Anna Szymańczyk, Maciej Motylski, Łukasz Talik, Milena Staszuk, Maja Ostaszewska, Anna Apostolakis, Filip Kosior, Małgorzata Gradkowska, Weronika Bartold, Kamil Małanicz, Jędrzej Hycnar.Czas trwania: 2hPierwsze słuchowisko Ałbeny Grabowskiej, tylko w Storytel! Ostatnie trzy dni starego roku i opowieść o dwóch pokoleniach - intrygująca zagadka o zwykłych relacjach zbudowanych na niezwykłej grze pozorów i fałszywej skrusze. Sylwestrowe fajerwerki zwiastujące dla jednych wielką przegraną, dla innych szczęście w miłości, spokój i prawdę. Akcja słuchowiska rozgrywa się w ciągu trzech dni 29-30-31 grudnia. Kulminuje w czasie zabawy sylwestrowej. Dwie pary przyjaciół od wielu lat spędzają sylwestra w ten sam sposób - spotykają się w domku myśliwskim pod Warszawą. Krystyna ( Maja Ostaszewska ) jest aktorką, jej mąż, Andrzej ( Paweł Deląg ),lekarzem geriatrą, nie mają dzieci. Ich przyjaciel Jan ( Jarosław Boberek ) jest literatem, jego żona, Maria, zmarła przed dwoma laty, lecz Jan ożenił się już ponownie ze znacznie młodszą Anną ( Olga Bołądź ),kobietą atrakcyjną i tajemniczą. Po raz pierwszy przedstawi nową żonę starym przyjaciołom. W domku myśliwskim dochodzi do dramatycznego spiętrzenia emocji - ujawniają się długo skrywane kłamstwa, animozje, zawiedzione nadzieje. Czy prawda wyzwoli bohaterów? Czy ich odmieni? Czy obnażenie fałszu, jaki zdominował ich życie, stanie się swoistym katharsis? A może nie - może wszystko wróci do „normy', czyli do tłumionych emocji, obłudy, fasady?","6,7",9789180675536,https://lubimyczytac.pl/audiobook/5172269/wycieczki-osobiste
Mitrax,Zbigniew Jarek,2024-12-20,8,polski,Ridero,"literatura obyczajowa, romans",papier,1,0,"Mitrax to opowieść o najgorszej rzeczy, jaka może ci się przydarzyć. Wyobraź sobie świat, w którym jesteś zdany tylko na siebie. To będzie jak zły sen, z którego nie będziesz mógł się wybudzić. Jak długo przetrwasz w odosobnieniu? Czy twoja psychika to zniesie? Ktoś kiedyś powiedział, że najgorsze, co może nas dopaść w życiu, jest samotność, Mitrax urzeczywistnia tę wizję. Żyj i bądź tego świadom, że jesteś jedynym człowiekiem na Ziemi.","10,0",9788383849164,https://lubimyczytac.pl/ksiazka/5173219/mitrax
Black Ties & White Lies,Kat Singleton,2024-12-19,445,polski,NieZwykłe,"literatura obyczajowa, romans",papier,137,42,"Życie nigdy nie jest biało-czarne.W jednej chwili stałam się borykającą się z trudnościami graficzką mieszkającą w Los Angeles, która w końcu pogodziła się z faktem, że już na zawsze pozostanie singielką. A w następnej leciałam prywatnym odrzutowcem do Nowego Jorku, aby tam zaręczyć się ze starszym bratem mojego eks.Przynajmniej wszyscy tak to widzą.Beckham Sinclair, miliarder i najbardziej pożądany kawaler w mieście został zmuszony, żeby oczyścić wizerunek, pozbywając się łatki playboya, i tym samym ochronić swoją firmę. I dlatego chce, żebym została jego udawaną narzeczoną oraz osobistą asystentką.Teraz spędzam każdą sekundę z tym mężczyzną, a myślałam, że już nigdy więcej go nie zobaczę.Moje niedawno uzdrowione serce dopiero co wydobrzało po tym, jak Beckham je złamał. Ale z każdym dniem, niedwuznacznymi słowami i skupionym na mnie spojrzeniem, zaczynam kwestionować motywy zarówno Sinclaira, jak i swoje.I kiedy granica między tym, co prawdziwe a co udawane zaczyna się rozmywać, tylko jedno jest pewne: to miasto pełne czarnych krawatów i białych kłamstw skrywa sekrety.Książka zawiera treści nieodpowiednie dla osób poniżej osiemnastego roku życia.","6,5",9788383627779,https://lubimyczytac.pl/ksiazka/5166894/black-ties-amp-white-lies
Winter Romance,Agnieszka Lingas-Łoniewska,2024-12-19,300,polski,JakBook,"literatura obyczajowa, romans",papier,180,32,"Ten dzień miał być najlepszy w życiu Izabelli, a zmienił się w najgorszy. Gdy otrzymała wiadomość, że została przyjęta na staż do znanej rzymskiej cukierni i będzie się uczyć pod okiem prawdziwego mistrza w tym fachu, Luki Massiniego, sądziła, że jej życiowa droga staje się prosta. Nie przypuszczała, że do Włoch poleci ze złamanym sercem, które naznaczy ją brakiem zaufania.Na miejscu okazuje się, że jej szef to prawdziwy gbur i całkiem nieprzyjemny typ, a gdy ich ścieżki się przecinają, zawsze następuje jakaś katastrofa. Mimo to Izabella zauważa, że jej puls, wbrew niej samej i okolicznościom, przyspiesza, gdy mężczyzna jest w pobliżu.Tymczasem Luca, od lat schowany w swojej skorupie, skupiony na pracy i skomplikowanych sprawach osobistych, ze zdumieniem odkrywa, że nowa stażystka z Polski wzbudza w nim całą paletę emocji – a tych nie doświadczył od tak dawna.Czy dwoje poranionych ludzi, których zdawałoby się dzieli tak dużo, może dać sobie nawzajem szczęście? Czy fontanna di Trevi spełnia życzenia, a rzymskie zaułki i przepyszne łakocie sprzyjają narodzinom miłości? A może to tylko piękna sceneria, bo los ma wobec nich inne plany? O tym już wkrótce przekonają się Bella i Luca.","7,4",9788367685788,https://lubimyczytac.pl/ksiazka/5164064/winter-romance
Gwiazdkowy prezent,Anne McAllister,2024-12-19,160,polski,HarperCollins Polska,"literatura obyczajowa, romans",papier,26,1,"Oczarowana przystojnym greckim architektem Alexem Antonidesem, Daisy uległa nastrojowi chwili i spędziła z nim noc. Pragnęła miłości, małżeństwa i dzieci, czyli wszystkiego tego, czego Alex unikał jak ognia. Zostawił ją ze złamanym sercem. Po pięciu latach ponownie wkracza w jej życie…","5,9",9788329116305,https://lubimyczytac.pl/ksiazka/5167111/gwiazdkowy-prezent
Gdzie ten raj?,Dana Hein,2024-12-19,250,polski,Novae Res,"literatura obyczajowa, romans",papier,3,2,"Schyłek PRL-u. Szary świat, szara codzienność i… barwne pragnienia.Rodzina Malinowskich z miasteczka na południu Polski wiedzie życie, które daje im więcej powodów do smutku niż radości. Każdy dzień Drogomiry, Zbigniewa oraz ich córki Soni przypomina ten poprzedni. Narastająca frustracja i niezadowolenie, a także nałóg od lat wyniszczający rodzinę w końcu prowadzą do jej rozpadu.Rozstanie Drogomiry i Zbigniewa odciska piętno nie tylko na nich, ale także na ich córce. W tym czasie jednak Polska powoli zaczyna zrzucać okowy komuny, co rozbudza nadzieje na poprawę standardu życia każdego z nich.Drogomira i Zbigniew wkrótce wkroczą do świata pełnego pokus oraz nowych relacji, które postawią ich dotychczasową codzienność na głowie. Odnalezienie się w nim może okazać się dla nich jednak prawdziwym wyzwaniem…","8,7",9788383734521,https://lubimyczytac.pl/ksiazka/5169950/gdzie-ten-raj
Tajemnice panny Fleur,Diane Gaston,2024-12-19,272,polski,HarperCollins Polska,"literatura obyczajowa, romans",papier,1,0,"Tajemnicza, piękna, uwodzicielska… Marcus nie może oderwać oczu od poznanej w paryskim kasynie Fleur. Jest zachwycony, gdy Fleur zaprasza go do domu. I bardzo zły, gdy po wspólnej nocy budzi się w pustym łóżku i bez portfela. Ponownie spotyka ją w Brighton, lecz zamiast natychmiast wydać władzom, zaczyna bacznie obserwować. Nie wierzy w jej wyjaśnienia i rzekomo arystokratyczne pochodzenie. Jest świadkiem, jak ta sprytna panna zręcznie okrada kolejnych dżentelmenów. Powinien ją jak najszybciej zdemaskować, tymczasem coraz bardziej ulega jej urokowi…","4,0",9788329112833,https://lubimyczytac.pl/ksiazka/5167108/tajemnice-panny-fleur
Wszystko zdarzyło się w grudniu,Agnieszka Załuga,2024-12-19,99,polski,Samowydawca- Agnieszka Załuga,"literatura obyczajowa, romans",papier,1,0,"Święta zamieniają się w koszmar, gdy Sebastian znika bez śladu, zostawiając Martę i córki w rozpaczy. Lata mijają, a wraz z nini gaśnie nadzieja na jego powrót. Tymczasem Grzesiek, poruszony ich losem, w tajemnicy rozpoczyna poszukiwania. Trop prowadzi do ośrodka, gdzie mężczyzna, znany jako Piotr, żyje bez wspomnieńo swojej przeszłości-pamiętając jedynie, że gdzieś czeka na niego żona.Czy Grzesiek zdoła odkryć prawdę i połączyć rozdzieloną rodzinę? I czy po latach bólu miłość zwycięży zapmnienie? Poruszająca historia o sile nadziei, która potrafi rozświetlić nawet najciemniejsze chwile.","9,0",9788397168749,https://lubimyczytac.pl/ksiazka/5174153/wszystko-zdarzylo-sie-w-grudniu
Hell on Earth,Barbara Łuszczyńska,2024-12-18,438,polski,NieZwykłe,"literatura obyczajowa, romans",papier,50,21,"Ona szukała pracy.On miał zostać jej nowym szefem.Dwudziestoczteroletnia Viviana Harris nie miała już złudzeń dotyczących swojego małżeństwa: wciąż pozostawała mężatką, ale tylko na papierze. Nawet zaczęła przedstawiać się panieńskim nazwiskiem – Tremblay.Kiedy stanęła oko w oko ze swoim potencjalnym nowym szefem Dario Rossim, powinna bardziej się postarać, aby dostać pracę – rzucanie sarkastycznych żarcików na rozmowie kwalifikacyjnej było co najmniej ryzykowne.A jednak została zatrudniona, i to od zaraz.A sam Dario wydał jej się nie tylko bardzo przystojny, ale też interesujący. Kobieta natomiast nie miała pojęcia, że ich spotkanie nie wydarzyło się przypadkowo, a jej życie od teraz bezpowrotnie się zmieni.Książka zawiera treści nieodpowiednie dla osób poniżej osiemnastego roku życia.","6,9",9788383627748,https://lubimyczytac.pl/ksiazka/5167126/hell-on-earth
Tears of Darkness,Angelika Kołodziej,2024-12-18,503,polski,NieZwykłe,"literatura obyczajowa, romans",papier,33,12,"Kontynuacja historii bohaterów powieści Secrets of Darkness.Aston zostaje oskarżony o pobicie byłego chłopaka Laurette – Raymonda Gibbsa – co skutkuje możliwością odsiadki w więzieniu. Ta sytuacja staje się nieprzyjemna dla obojga też z innego powodu: zaatakowany chłopak zaczyna szantażować dziewczynę.Na domiar złego do związku Astona i Laurette wkradają się sekrety i kłamstwa, a te mogą rozdzielić ich na zawsze.Oboje pogrążają się każde we własnych problemach. Laurette spada w coraz większą otchłań, w którą wpędzają ją problemy z odżywianiem, a Aston nie ma już tak dobrej reputacji wśród Elity.Jeżeli chcą, żeby w końcu sprawy zaczęły przybierać lepszy obrót, muszą połączyć siły. Czy to wystarczy, aby znowu zrozumieli, ile dla siebie znaczą?Książka zawiera treści nieodpowiednie dla osób poniżej osiemnastego roku życia.","8,2",9788383627755,https://lubimyczytac.pl/ksiazka/5134213/tears-of-darkness
Highball Rush,Claire Kingsley,2024-12-17,462,polski,Editio Red,"literatura obyczajowa, romans",papier,56,22,"Gibson Bodine, facet o ochrypłym, pięknym głosie, był samotnikiem. Kochał tylko śpiewanie z gitarą na scenie prowincjonalnego baru i ewentualnie bójki, w których zdarzało mu się uczestniczyć. Żył przeszłością i nie chciał tego zmieniać. Dlatego zupełnie zignorował popularność, jakiej przysporzył mu nagrany przez kogoś filmik. Nie chciał kariery. Nie dbał o sławę. Tymczasem przeszłość wróciła do niego niespodziewanie, kiedy przypadkowo ujawnił pamiątkę, którą nosił przy sobie przez trzynaście lat. Dodatkowo ponowne wszczęcie śledztwa w sprawie zaginięcia Callie Kendall otworzyło stare rany.Maya Davis była zatrudniona jako producentka, ale nieformalnie nazywano ją „zaklinaczką gwiazd”. Trzymała swoich podopiecznych w ryzach i pomagała przekierować ich niespokojną energię w muzykę. I była w tym dobra. Przyjechała do Bootleg Springs z powodu nieznanego szerzej artysty. I chociaż filmik na YouTube nie był najlepszej jakości, to wystarczyło, by się zachwycić głębokim głosem gościa z gitarą. Maya miała go pozyskać dla wytwórni swojego szefa. Zgodziła się na ten projekt, choć zdawała sobie sprawę, że będą z tym problemy. I to nie tylko z powodu wrogiego nastawienia piosenkarza, którego doskonale znała. Wiedziała przecież, że on natychmiast odkryje to, co przez tyle lat udawało jej się ukryć.W małym Bootleg Springs sekrety zawsze wychodzą na jaw. Tym razem prawda o losie Callie Kendall może się okazać zabójcza i zrobi się niebezpiecznie… Może jednak pojawi się też szansa na miłość?Nagle wszystkie te stare ballady country, które tak często grałem, nabrały sensuKsiążka dla czytelników powyżej osiemnastego roku życia.","7,8",9788383227382,https://lubimyczytac.pl/ksiazka/5109756/highball-rush
Moody. Historia jednego masażu,Penelope Ward,2024-12-17,288,polski,Editio Red,"literatura obyczajowa, romans",papier,51,18,"Kiedy Wren McAllister przyjmowała zlecenie na masaż, nie przypuszczała, że wypadki potoczą się takim torem. Po przyjeździe do domu klienta od razu zauważyła, że to zamożny człowiek. Nie spodziewała się jednak, że Dax Moody jest do tego tak przystojnym – choć wyjątkowo tajemniczym – mężczyzną. Masażu mu ostatecznie nie zrobiła, a wizyta zakończyła się bardzo nieprzyjemnie. Najdziwniejsze jednak było to, że wkrótce Moody ponownie zamówił masaż i poprosił, by wykonała go właśnie Wren. Tym razem spotkanie przebiegło w przyjaźniejszej atmosferze. Zaczęli ze sobą rozmawiać i nawiązała się między nimi delikatna nić porozumienia.Podczas masażu Wren niełatwo było zachować profesjonalizm. Facet wyglądał niezwykle seksownie. Oboje szybko się zorientowali, jak wielkie wrażenie na sobie wywarli. Wydawało się, że uczucie wisi w powietrzu… Tylko że między nimi nic nie mogło się wydarzyć. W życiu Moody’ego – trudnym i pokręconym – nie było miejsca na miłość. Mimo wszystko Wren poszła za głosem serca. Została odtrącona. Pozostało jej pogodzić się z porażką. I przynajmniej próbować nie tęsknić.Ta historia powinna się zakończyć, zanim sięgniesz po zakazany owoc…","6,6",9788328906136,https://lubimyczytac.pl/ksiazka/5109760/moody-historia-jednego-masazu
Spełnione pragnienie,D. S. Wojciechowska,2024-12-17,145,polski,Wydawnictwo Magia Słów,"literatura obyczajowa, romans",papier,6,4,"Marcel jest niezwykle pomocnym mężczyzną, na którym zawsze można polegać. Z singielskiego życia czerpie same przyjemności. Imprezuje z kumplami i cieszy się powodzeniem wśród płci pięknej. Przeskakując z kwiatka na kwiatek, nie potrafi znaleźć tej jedynej, u której zagości na dłużej niż noc.Jedno niezapowiedziane wtargnięcie do studia fotograficznego siostry sprawi, że uwierzy w miłość od pierwszego wejrzenia.Klara, bo tak ma na imię mieszkająca w bloku obok Marcela kobieta, musi stawić czoło codziennym wyzwaniom, przez co jej życie towarzyskie leży w gruzach. A w sumie nie ma go prawie wcale. Trudno znaleźć kobiecie czas dla siebie, a co dopiero spotkać drugą połówkę. Podsyłani kandydaci przez przyjaciółkę nie spełniają oczekiwań.Kiedy pewnego dnia droga Klary z Marcelem przetnie się przypadkowo w klubie, a pożądanie weźmie górę, trudno im będzie o sobie zapomnieć. Czy oboje będą gotowi na aż takie zmiany w swoim życiu? Kobieta skrywa pewną tajemnicę, o której Marcel nie ma pojęcia. Czy gdy prawda wyjdzie na jaw Marcel stanie na wysokości zadania?Grudniowe świąteczne scenerie, spełniające się pragnienia, chwile sam na sam i tajemnica, która może zniszczyć magiczną aurę.","9,7",9788368229059,https://lubimyczytac.pl/ksiazka/5131225/spelnione-pragnienie
