title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Licz Procenty Tak Jak Influencer,M.J. Kubiak,2024-11-25,42,polski,Empik Selfpublishing,"informatyka, matematyka",e-book,1,1,"Przed Tobą prawdziwa matematyczną przygoda w blasku reflektorów! Oto Twój ekskluzywny zeszyt ćwiczeń związanych z procentami, który wyniesie Twoje umiejętności na poziom gwiazdorskiej perfekcji! W środku czeka na Ciebie 30 unikalnych zadań, zaprojektowanych z myślą o tych, którzy chcą błyszczeć nie tylko w klasie, ale i interesują ich social media. Każde zadanie jest niczym krok na czerwonym dywanie. Zaczynaj – niech matematyka lśni razem z Tobą!","10,0",,https://lubimyczytac.pl/ksiazka/5168911/licz-procenty-tak-jak-influencer
Legendy Pomorza,Jarosław Kociuba,2024-11-24,454,polski,Wydawnictwo POZA,"baśnie, legendy, podania",papier,0,0,"Pomorze to kraina leżąca na południowym brzegu Bałtyku, która może się pochwalić bogatym folklorem i tradycjami. Położenie na pograniczu pomiędzy Słowiańszczyzną, państwami niemieckimi oraz Skandynawią przez setki lat wzbogacało miejscową kulturę, w swym rdzeniu słowiańską, o elementy czerpane z tradycji ludów sąsiednich. Powstała w ten sposób unikatowa mieszanka kulturowa, po ostatniej wojnie dodatkowo jeszcze rozwinięta o motywy płynące z tradycji polskich, jest wyjątkowo bogata i atrakcyjna. Jednym z jej wytworów są lokalne legendy i baśnie. Opowiadają one o miłości, odwadze i wierności, piętnują zło, chciwość i zdradę, jednak oprócz tych uniwersalnych wartości przekazują nam wiedzę o dawnych zdarzeniach i życiu ludzi, którzy zamieszkiwali dawniej pomorską ziemię.W książce zebrano opowieści z ziem dawnego Księstwa Pomorskiego, niezależnego państwa rządzonego przez dynastię Gryfitów, które w latach swej świetności rozciągało się od ziem meklemburskich aż po Lębork i Łebę.","0,0",9788397037298,https://lubimyczytac.pl/ksiazka/5173477/legendy-pomorza
Mity greckie opowiedziane na nowo,Charlotte Higgins,2024-11-13,352,polski,Marginesy,"baśnie, legendy, podania",papier,11,4,"Oto znane mity o stworzeniu świata, o Heraklesie, Tezeuszu i Perseuszu, o wojnie trojańskiej i Argonautach. W przeciwieństwie jednak do wielu poprzednich zbiorów mitów greckich centralne miejsce zajmują tu bohaterki: to Atena, Alkitoe, Filomela, Arachne, Andromacha, Helena, Kirke i Penelopa opowiadają historie, wplatając je w tkane przez siebie gobeliny. Maluje się na nich świat skrajności, który głęboko rezonuje z naszym: tajemnicze choroby niszczą miasta, katastrofy ekologiczne pochłaniają istnienia, kobiety doświadczają przemocy ze strony mężczyzn.W tej niezwykle oryginalnej i przełomowej interpretacji kobiety wreszcie otrzymują głos, aby przedstawić dobrze znane w kulturze europejskiej historie ze swojej perspektywy. Ich opowieści łączą się w porywającą epopeję o miłości i pożądaniu, stracie i gwałcie, przygodzie i magii, niszczycielskich bogach, bezbronnych ludziach, fantastycznych stworzeniach i pomysłowych czarownicach – a wszystko to zostało uzupełnione rysunkami Chrisa Ofilego, subtelnymi niczym nić Arachne.","7,7",9788368226706,https://lubimyczytac.pl/ksiazka/5162626/mity-greckie-opowiedziane-na-nowo
Fascynująca matematyka,Georg Glaeser,2024-11-13,352,polski,Wydawnictwo Naukowe PWN,"informatyka, matematyka",papier,0,0,"Fascynująca matematyka to wspaniała podróż po obrazach z wielu gałęzi matematyki, które wzrokowo oprowadzają czytelnika po różnorodnych tematach z tej dziedziny nauki!Jak wygląda krzywa całkowicie wypełniająca całą płaszczyznę lub przestrzeń? Czy wielościan można elastycznie przesuwać, a nawet odwracać na lewą stronę? Co to jest płaszczyzna rzutowa lub przestrzeń czterowymiarowa? Czy istnieją bańki mydlane, które nie są okrągłe? Jak możemy lepiej zrozumieć skomplikowaną strukturę przepływów?W tej książce poznasz matematykę od jej jasnej strony i znajdziesz fascynujące i nigdy wcześniej nie widziane obrazy, które dadzą ci ilustracyjne odpowiedzi na wszystkie te pytania. Matematyka i wizualizacje od kilku lat idą ze sobą w parze, uzupełniając się w kreatywny sposób. W matematyce opracowujemy nowe algorytmy dla grafiki komputerowej, a z drugiej strony matematyka korzysta z żywej wizualizacji często abstrakcyjnych struktur. Matematyka nie występuje już tylko w postaci długich kolumn liczb i skomplikowanych wzorów, ale pokazuje swoją barwną stronę w niezwykle pięknych obrazach i zrozumiałych kontekstach. Do wszystkich ilustracji dołączono krótkie teksty objaśniające. W większości przypadków stosujemy zasadę podwójnej rozkładówki: temat jest przedstawiany po lewej stronie książki, a następnie rozwijany za pomocą dalszego tekstu i ilustracji po prawej stronie.Książka jest przeznaczona dla fanów matematyki, którzy nie chcą tylko zapoznać się z suchym tekstem i niekończącymi się formułami. Od ucznia do nauczyciela, od studenta do profesora. Ma inspirować i zachęcać wszystkich do zajęcia się tym czy innym tematem, który rzekomo jest zarezerwowany tylko dla wtajemniczonych. Poznaj matematykę od zupełnie nowej, kolorowej strony!","0,0",9788301238681,https://lubimyczytac.pl/ksiazka/5163528/fascynujaca-matematyka
Bestiariusz japoński cz. 2. Yūrei,Witold Vargas,2024-11-12,208,polski,Bosz,"baśnie, legendy, podania",papier,3,1,"Najnowszy „Bestiariusz japoński”, napisany i zilustrowany przez Witolda Vargasa, autora bestsellerowych Bestiariuszy słowiańskich, stanowi drugą część opowieści o bóstwach, demonach i duchach z Kraju Kwitnącej Wiśni. Jest to niezwykle rzetelne opracowanie, które w ciekawy sposób przybliża polskim czytelnikom postaci i historie znane z japońskich baśni i legend.Straszący uczniów w szkolnych toaletach aka manto, zręcznie przełamujący bariery między światem żywych i umarłych fudakaeshi, rozbawiający zasmuconych ludzi haradashi, zsyłający koszmary i paraliż senny kanashibari, dające się udobruchać mściwe duchy tatarigami czy mrożąca krew w żyłach japońska królowa śniegu Yuki onna to zaledwie garstka spośród niemal stu nadprzyrodzonych istot przedstawionych na kartach książki. Każda z opisanych postaci jest równie fascynująca, co przerażająca, a śledzenie ich poczynań gwarantuje znakomitą lekturę.To pozycja obowiązkowa dla wszystkich entuzjastów serii Legendarz oraz wielbicieli japońskiej kultury.","7,0",9788375768299,https://lubimyczytac.pl/ksiazka/5167284/bestiariusz-japonski-cz-2-yurei
Mitologia sumeryjska. Stworzenie świata,Przemysław Kulczak,2024-11-05,352,polski,Replika,"baśnie, legendy, podania",papier,11,3,"(Wydanie I, Wydawnictwo Replika, Poznań, 2024)""Mitologia sumeryjska. Stworzenie świata"" - Oryginalne i intrygujące wierzenia tajemniczego ludu, który w Mezopotamii zbudował jedną z pierwszych cywilizacji świata. Mity sumeryjskie to opowieści o niesamowitych przygodach bogów panujących nad światem i nad ludzkimi losami. Na czoło ich licznej rodziny wysuwają się: niebiański ojciec An, jego syn, bóg ziemi i powietrza Enlil, pan mądrości, wiedzy i wód Enki oraz bogini miłości i wojny Inanna. Niniejsze opowieści przedstawiają sumeryjskie bóstwa niedługo po stworzeniu wszechrzeczy. Po burzliwym początku świata w zgodnej dotąd boskiej rodzinie wybucha konflikt o władzę nad stworzeniem. Sprawiedliwy ojciec An przygląda się dążeniom potężnych braci Enlila i Enkiego do objęcia kontroli nad światem. Podobnie Inanna, gotowa wkroczyć i sprytnie zagarnąć, co tylko zdoła… Jednak na skarby bogów czają się zewsząd ponure demony i potworne bestie. Wśród nich są zwiastun burzy, ziejący ogniem orzeł o głowie lwa Anzu, upiorna demonica Lilit czy też wąż, który nie lęka się boskiego słowa.Wierzenia Sumerów odcisnęły piętno na wielu późniejszych mitologiach: akadyjskiej, Babilońskiej i asyryjskiej, a także Greckiej i rzymskiej.","6,5",9788368135695,https://lubimyczytac.pl/ksiazka/5163565/mitologia-sumeryjska-stworzenie-swiata
Legendy i baśnie krymskotatarskie,Iwona Czapla,2024-11-05,352,polski,Replika,"baśnie, legendy, podania",papier,9,2,"(Wydanie I, Wydawnictwo Replika, Poznań, 2024)""Legendy i baśnie krymskotatarskie"" - Niezwykłe opowieści z Krymu – miejsca krzyżujących się kultur, krainy baśni i legend.Wyniosłe góry, krystaliczne jeziora, wartkie strumienie, rozległe stepy czy dostojne pałace Krymu – wszystkie one mają własne historie przewijające się w legendach. W niniejszym zbiorze znalazło się ich kilkadziesiąt. Mity i fakty historyczne mieszają się w nich, tworząc rzeczywistość przesyconą magią. Legenda o płaczącym kamieniu. Baśń o chłopcu, który rozumiał mowę ptaków. Opowieść o powstaniu Jałty… To swoista wędrówka w czasie do miejsc oglądanych oczami tych, którzy żyli setki lat przed nami. Podobnie jak oni, w ogromnej górze dostrzeżemy niedźwiedzia pijącego słoną, morską wodę, a na horyzoncie będziemy wypatrywać statków zamorskich kupców.Autorką wprowadzenia do zbioru jest Switłana Taratorina, pochodząca z Krymu ukraińska pisarka. Natomiast same historie pięknie zilustrowała Halina Constantine.","6,8",9788368135718,https://lubimyczytac.pl/ksiazka/5163563/legendy-i-basnie-krymskotatarskie
Sverri Droga do Władzy,Andrzej Hildebrandt,2024-11-01,113,polski,Hachette Polska,"baśnie, legendy, podania",papier,5,2,"Sverri dowiaduje się o swoim pochodzeniu. W gronie wiernych przyjaciół wyrusza więc do Norwegii. Tam nieoczekiwanie napotyka miłość swego życia i staje na czele bandy łotrzyków, z którymi rzuca wyzwanie królewskim armiom. Na drodze ku przeznaczeniu Sverriego stoją królowie, jarlowie i biskupi. Największe niebezpieczeństwo czyha jednak na niego w mrokach. a nadejdzie wraz ze śmiechem koguta.","7,2",9788328254732,https://lubimyczytac.pl/ksiazka/5166926/sverri-droga-do-wladzy
Widar i Ostateczna Bitwa,Hippolyte Harlamoff,2024-11-01,111,polski,Hachette Polska,"baśnie, legendy, podania",papier,4,2,"Według starożytnych przepowiedni podczas ragnarök świat nie tylko musi zginąć, ale także odrodzić się na nowo. Aby tak się stało, ktoś będzie musiał pokonać wilka Fenrira, który symbolizuje chaos i otchłań. Tylko jeden bóg może sobie z nim poradzić - Widar. spadkobierca Odyna, Wszechojca. Jego wizerunek w mitologii charakteryzuje się szczególną złożonością i głębią. Widar był czczony jako strażnik przysiąg, patron sprawiedliwej zemsty, pan lasów i odnawiającej się natury. Jaka będzie jego ostatnia bitwa? Jakie znaczenie ma poświęcenie i zemsta...? I jaką cenę będzie musiał zapłacić za zwycięstwo?","5,3",9788328254749,https://lubimyczytac.pl/ksiazka/5166927/widar-i-ostateczna-bitwa
Matematyka dla inżynierów wraz z zastosowaniami,Peter V. O'Neil,2024-10-31,790,polski,Wydawnictwo Naukowe PWN,"informatyka, matematyka",papier,0,0,"Matematyka dla inżynierów została napisana dla wszystkich zainteresowanych tym, jak skutecznie stosować metody matematyczne do rozwiązywania zaawansowanych problemów inżynierskich. Książka obejmuje szerokie spektrum tematów i aby zapewnić precyzyjne skupienie się na poszczególnych zagadnieniach, podzielono ją na siedem odrębnych części:Równania różniczkowe zwyczajne; Równania różniczkowe cząstkowe; Macierze i algebra liniowa; Układy równań różniczkowych; Analiza wektorowa; Analiza Fouriera; Funkcje zespolone.Podręcznik zawiera również liczne przykłady oraz szczegółowe rozwiązania zamieszczonych w książce zadań, które można wykorzystać do sprawdzania postępów, a także do nauki i utrwalania materiału. W książce można znaleźć także krótkie teksty – Matematyka w kontekście – napisane przez inżynierów, które pokazują z ich perspektywy, jak matematyka pojawia się w różnych projektach i zadaniach inżynierskich.Matematyka dla inżynierów przeznaczona jest dla studentów (w szczególności uczelni technicznych),wykładowców oraz inżynierów, którzy na co dzień mają do czynienia z matematyką w swojej praktyce inżynierskiej.","0,0",9788301236724,https://lubimyczytac.pl/ksiazka/5162604/matematyka-dla-inzynierow-wraz-z-zastosowaniami
Języki i paradygmaty programowania. Teoria i praktyka,Feliks Kurp,2024-10-29,136,polski,Helion,"informatyka, matematyka",papier,0,0,"Czym w rzeczywistości jest programowanie? I jak zacząć programować?Oprogramowanie jest dziś praktycznie wszędzie, a programiści od dawna należą do najbardziej poszukiwanych specjalistów. Na podstawie napisanego przez nich kodu funkcjonują już nie tylko komputery i smartfony. Oprogramowanie steruje sprzętami domowymi, telewizorem czy lodówką. W ramach tak zwanego internetu rzeczy wiele urządzeń technicznych komunikuje się między sobą bez udziału człowieka. Gwałtownie rozwija się sztuczna inteligencja, wymagająca specjalistycznego oprogramowania. Nie dziwi więc, że jego rozwój ciągle przyspiesza. W obliczu tych faktów odpowiedź na pytanie, jakiego języka programowania warto się nauczyć, jest trudna. Nawet dla osoby, która wie, w jaki sposób zamierza w przyszłości korzystać ze swoich informatycznych umiejętności.Autor książki proponuje nieco inne podejście do nauki programowania. Zachęca do zapoznania się z podstawowymi własnościami i możliwymi zastosowaniami kilku odległych od siebie, ale niezwykle ważnych aktualnie języków programowania, takich jak Python, Java SE, JavaScript i Prolog. W trakcie ich poznawania czytelnicy będą mieli okazję zgłębić filozofię programowania, a równocześnie zdobywać praktyczne umiejętności programistyczne na podstawowym poziomie. Starannie dobrany kod pokazuje możliwe zastosowania wybranych języków programowania. Pomoc w nauce stanowią też zadania do samodzielnego rozwiązania.","0,0",9788328908130,https://lubimyczytac.pl/ksiazka/5132923/jezyki-i-paradygmaty-programowania-teoria-i-praktyka
Metody numeryczne,Piotr Krzyżanowski,2024-10-28,550,polski,Wydawnictwo Naukowe PWN,"informatyka, matematyka",papier,0,0,"Podręcznik, będący wprowadzeniem do współczesnych metod numerycznych, koncentruje się na algorytmicznym podejściu do metod rozwiązywania podstawowych zadań obliczeniowych oraz matematycznej analizie ich własności. Jego celem jest przygotowanie Czytelnika do świadomego korzystania z aktualnie używanych standardowych metod i w razie potrzeby konstruowania nowych, dostosowanych do specyfiki rozwiązywanego problemu.Wśród poruszanych w nim klasycznych zagadnień znajdują się: obliczenia w arytmetyce zmiennopozycyjnej; aproksymacja i interpolacja wielomianowa oraz splajnowa; rozwiązywanie układów równań liniowych i nieliniowych; wyznaczanie wartości i wektorów własnych; zadanie najmniejszych kwadratów; kwadratury numeryczne.Ponadto — m.in. w związku z rewolucją uczenia maszynowego — do wykładu włączone zostały tematy wcześniej rezerwowane dla kursów zaawansowanych, w tym:metody optymalizacji nieliniowej; rozkład SVD macierzy; metody iteracyjne dla układów równań liniowych.Dla lepszego zrozumienia, omawiane treści są bogato ilustrowane przykładami i wykresami. Każdy rozdział jest zakończony krótkim przeglądem funkcji implementujących omawiane algorytmy w popularnych językach programowania (MATLAB, Julia i Python) oraz serią zadań o zróżnicowanym stopniu trudności (w książce jest ich w sumie ponad 400, a mniej więcej co piąte wymaga użycia komputera). Niezbędne wiadomości z matematyki wyższej są przytaczane w miejscu ich użycia w wygodnej ramce, a podstawowe praktyczne informacje o MATLAB-ie, Julii oraz o Pythonie (modułach NumPy i SciPy) zostały w skrócie omówione w dedykowanym rozdziale. Główny tok narracji uzupełniają dygresje dające szersze spojrzenie, a także sekcje Sprawdźmy to w praktyce, w których w swobodnym stylu przedstawione są ciekawe zastosowania omawianych metod lub pojęć. Bywa, że jest to doskonały pretekst do rozszerzenia podstawowego materiału, albo okazja do pokazania ograniczeń poznanych narzędzi.Podręcznik Metody numeryczne jest skierowany do studentów kierunków ścisłych i technicznych: od matematyki, przez informatykę, uczenie maszynowe i data science, po astronomię, chemię, ekonomię, fizykę i geologię. Może być także przydatny dla inżynierów i naukowców, chcących poznać bliżej tę fascynującą gałąź nauki i jej praktyczne zastosowania.","0,0",9788301237967,https://lubimyczytac.pl/ksiazka/5135591/metody-numeryczne
