title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Bosi i Herraud Droga do Sławy,Marina Podolska,2024-12-01,116,polski,Hachette Polska,"baśnie, legendy, podania",papier,3,1,"W Sadze o Bosim i Herraudzie pojawia się wiele bardzo barwnych postaci: są to potężni konungowie i nieustraszeni wikingowie, piękne córki królów i wesołe córki prostych niewolnych chłopów, a także wiedźma w służbie dobra i kapłanka trollli w świątyni przerażającego bóstwa. Głównymi bohaterami są jednak dwaj młodzi wojownicy, od których saga wzięła swoją nazwę - bracia krwi Bosi i Herraud, pierwszy syn prostego chłopa, a drugi - wspaniałego władcy. Silna przyjaźń i absolutne oddanie sobie nawzajem dają im tyle siły i szczęścia, że z łatwością pokonują najbardziej niewiarygodne niebezpieczeństwa i z powodzeniem osiągają najtrudniejsze cele. Skomplikowana fabuła obraca się wokół pobratymców. Ta historia ma wszystko: krwawe bitwy i wesołe uczty, namiętną miłość i ognistą nienawiść, moc magii i siłę przyjaźni. I ta historia ma również szczęśliwe zakończenie!","6,7",9788328254763,https://lubimyczytac.pl/ksiazka/5171258/bosi-i-herraud-droga-do-slawy
: fair voyage,Tomasz Q. Pietrzak,2024-12-01,428,polski,league-scientifique,"publicystyka literacka, eseje",e-book,0,0,"neutralne i bezstronne raporty z podróży, czyli fair voyage jest opracowaniem semi popularno-naukowym oraz narracją przygody. Dostarcza niezbitych informacji na tematy opuszczone przez naukę i odkrywców. Zdania własne i unikalne, częste odniesienia w oparciu o wartościową literaturę podaną w tekście.","0,0",9788392741053,https://lubimyczytac.pl/ksiazka/5170538/fair-voyage
Jaskółka w katedrze. Dziennik z serca Afryki,Roman Zięba,2024-11-29,190,polski,Wydawnictwo Sumus,"publicystyka literacka, eseje",papier,1,0,"„Jaskółki odbywają swoją szczególną wędrówkę między biegunami wyznaczającymi dziś oś ważnych pytań o przyszłość globalizującego się świata, w którym na szybko postępujące kolejne etapy rewolucji technologicznej nakładają się rosnące napięcia i problemy międzynarodowego bezpieczeństwa, niepokojące zmiany klimatyczne i dramat masowej migracji, powodowane w dużej mierze egoizmem wielkich tego świata, niepohamowaną konsumpcją oraz rosnącą przepaścią między bogactwem a biedą”.Dla tego, kto wierzy, nie jest niczym zaskakującym to, że w życiu nic nie dzieje się przypadkowo. Nieprzypadkowo trafia się na takich, a nie innych ludzi, nieprzypadkowo dostaje się takie, a nie inne zlecenie i nieprzypadkowo czyta się taką, a nie inną książkę.Jaskółka w katedrze to podróż na skrzydłach narracji ponad kontynentami i czasami. Głęboka, tchnąca mądrością i spokojem – staje się okazją do refleksji, zachwytu i zwrócenia ku Temu, który jest źródłem stworzenia. Pokazuje nam, w jaki sposób przez kontemplację ikony, przyrody, ale i historii wraz z jej trudnymi doświadczeniami, możemy się uczyć, jak stawać się lepszymi ludźmi.To nie tylko dziennik ikonografa, któremu przyszło pracować w niecodziennych, nieco egzotycznych, bo afrykańskich warunkach, to przede wszystkim filozoficzne pochylenie się nad tym, co tworzy nasze życie. To rozważania będące owocem pielgrzymowania, w którym ma się czas, by na spokojnie przyjrzeć się otoczeniu i pozwolić sobie na zadawanie pytań – coś, co często wydaje się nam nieosiągalne w naszej zabieganej codzienności. Afrykański świat widziany oczami człowieka, który wiele w życiu przeszedł, staje się dla nas okazją, by przyjrzeć się własnym pragnieniom i dążeniom. Poruszające świadectwo, które może przemienić również Twoje życie.","9,0",9788366020610,https://lubimyczytac.pl/ksiazka/5174362/jaskolka-w-katedrze-dziennik-z-serca-afryki
Mała empiria,Katarzyna Sobczuk,2024-11-28,240,polski,Dowody,"publicystyka literacka, eseje",papier,36,4,"Objawy: skłonność do wzruszeń byle czym, poczucie, że wszystko jest trochę anachroniczne, wysyłanie życzeń dalekim krewnym, tkliwość na widok wyrastających spod chodnika źdźbeł trawy, ględzenie i zapominanie, wspominanie i kolekcjonowanie sumy dobra, dokarmianie ptaków i wynoszenie resztek jedzenia na kompost z nadzieją, że jakieś małe zwierzę je zje.Rozmarudzenie pomieszane z troską o siebie, traktowanie siebie z nową ostrożnością i powagą uznałam za pierwszy objaw starości Katarzyna Sobczuk tropi symptomy powolnej zmiany, oznaki starości, przygląda się wiekowi średniemu, a także tej dziwnej pułapce, gdy jednocześnie jest się dzieckiem starzejących się rodziców oraz coraz starszym rodzicem dziecka.Jak wybaczyć ojcu starzenie się? A jak samemu nie wpaść w pułapkę starczych nawyków?Nic jeszcze nie wiem o prawdziwej starości, ale mam o niej pewne wyobrażenie. Wczoraj zjadłam zupę, opłukałam talerz i położyłam na niego drugie (krokieta). Wtedy poczułam, że mogę jednak coś napisać coś już wiem.""Mała empiria"" to esej uczestniczący o wczesnej starości i zagadce rodzicielstwa. Nie ma tu jednak perspektywy psychologicznej ani naturalistycznego skupienia, to rejestr małych, codziennych epifanii.","7,1",9788366778702,https://lubimyczytac.pl/ksiazka/5165317/mala-empiria
Rozbieżne emancypacje. Przewodnik po prozie 1976-2020,Przemysław Czapliński,2024-11-27,864,polski,Wydawnictwo Literackie,"publicystyka literacka, eseje",papier,3,2,"Trochę podręcznik, trochę przewodnik, multisynteza, quasi-monografia i historycznoliteracki monster truck w jednym.Czas akcji: 1976–2020Przestrzeń: kultura polskaBohater: literackie gatunki narracyjnePrzemysław Czapliński, jeden z najwybitniejszych współczesnych historyków literatury i krytyków literackich, przedstawia aktualną syntezę najważniejszych zjawisk, nurtów i tematów we współczesnej polskiej prozie. Punkty orientacyjne jego opowieści wyznaczają następujące przez kolejne dekady emancypacje: od opresyjnej władzy, wielkich narracji i stereotypowych modeli tożsamości, od rozmaitych uwikłań w przeszłość i pułapek przyszłości.W ujęciu Czaplińskiego proza jest przewodniczką po zawirowaniach polskiej historii najnowszej. Nie tylko przewrotną rejestratorką historycznych zjawisk, ale także ich aktywną uczestniczką i współtwórczynią. Jak pisze autor: „Literatura nie zmienia historii. Zmienia narracje, którymi o sobie w historii opowiadamy”. Narodziny kultury niezależnej, transformacja, Europa wyobrażona, pisanie kobiet, zwrot ludowy, reportaż, fantastyka i fantasy – to niektóre z tematów podejmowanych w tej książce.Rozbieżne emancypacje to praca napisana z największym znawstwem, a jednocześnie wyjątkowo komunikatywna i przejrzysta kompozycyjnie. Znakomity – i tak dziś potrzebny – przewodnik po coraz bardziej rozproszonym świecie współczesnej prozy polskiej.","8,7",9788308085196,https://lubimyczytac.pl/ksiazka/5167156/rozbiezne-emancypacje-przewodnik-po-prozie-1976-2020
Papierowy nos literatury. Pisanie i psychoanaliza,Adam Lipszyc,2024-11-26,328,polski,Austeria,"publicystyka literacka, eseje",papier,0,0,"W trzynastu esejach, składających się na niniejszą książkę, konfrontuję rozmaite teksty literackie z koncepcjami zaczerpniętymi z tradycji psychoanalitycznej. Nie interesuje mnie stosowanie psychoanalizy do literatury. Teorię psychoanalityczną traktuję raczej jako skrzynkę z pojęciowymi narzędziami, które pozwalają rozpocząć lekturę tekstu literackiego. Czy też, inaczej mówiąc, jako zestaw zagajeń, dzięki którym można zaczepić ten czy inny tekst, tak by odpowiedział w nieoczywisty sposób. Odpowiedzi staram się słuchać uważnie, zwłaszcza wówczas, gdy każą zmodyfikować założenia leżące u podstaw owych teoretycznych zagajeń. Z reguły literatura jest tutaj górą: jej odpowiedzi wypadają zawsze subtelniej, dziwniej, weselej lub smutniej niż to przewiduje nawet najbardziej wyrafinowana teoria. Tyle że bez owej teoretycznej interwencji potencjał literatury nie mógłby się raczej ujawnić w pełnej krasie: ciekawe odpowiedzi dostaje się tylko wówczas, gdy zada się czujne pytanie.Inicjując tego rodzaju konfrontacje między literackim pisaniem a psychoanalizą, staram się więc demonstrować zarówno olśniewającą pomysłowość tradycji postfreudowskiej, jak i jeszcze bardziej olśniewajacą żywotność literatury. Ostatecznie jednak za każdym razem idzie mi o coś jeszcze: w każdym przypadku staram się wynotować, czego z tych spotkań dowiadujemy się o tym szczególnym bycie, jakim jest człowiek. Odczytując kolejne teksty w asyście psychoanalitycznych pojęć, próbuję się dowiedzieć czegoś nowego o ludzkiej cielesności, o naszych sposobach zamieszkiwania przestrzeni, o rozpaczy, lęku, grozie, seksualności i miłości, o naszych relacjach z innymi ludźmi i otaczającymi nas przedmiotami, o naturze języka, głosu i pamięci, o życiu w cieniu minionych, nadchodzących i trwających obecnie katastrof. Tym wszystkim zajmuje się, powinna zajmować się filozofia, która skądinąd – jak sądzę – nie ma w istocie innego przedmiotu niż ludzki podmiot. Owszem. Tyle że jakoś zawsze wychodzi na to, że psychoanaliza i literatura mają na te wszystkie tematy coś znacznie ciekawszego do powiedzenia. Dlatego filozofia powinna bez ustanku się u nich douczać. Te trzynaście esejów – a także domykająca je coda – to rezultat takich korepetycji.","0,0",9788378667735,https://lubimyczytac.pl/ksiazka/5168622/papierowy-nos-literatury-pisanie-i-psychoanaliza
Świat i głosy niedosłyszane,Aleksander Fiut,2024-11-25,100,polski,Austeria,"publicystyka literacka, eseje",papier,0,0,"Patrząc na karuzelę pod murami płonącego getta, Miłosz ze szczególną ostrością uzmysłowił sobie i innym nie tylko podstawowy dla wszystkich piszących w okresie okupacji problem: jak wysłowić, co niewyrażalne, jak opisać to, co całkowicie wymyka się wypracowanym przez literacką tradycję środkom wyrazu. Ale skonstatował również niewystarczalność własnej praktyki pisarskiej.(…) Sposobem uwolnienia się od tych paradoksów i formą przekroczenia ograniczeń dotychczasowego języka poetyckiego stały się Świat. Poema naiwne i Głosy biednych ludzi, które, kiedy się patrzy z tej perspektywy, domagają się ­ponownej lektury.","0,0",9788378667575,https://lubimyczytac.pl/ksiazka/5168500/swiat-i-glosy-niedoslyszane
Legendy Pomorza,Jarosław Kociuba,2024-11-24,454,polski,Wydawnictwo POZA,"baśnie, legendy, podania",papier,0,0,"Pomorze to kraina leżąca na południowym brzegu Bałtyku, która może się pochwalić bogatym folklorem i tradycjami. Położenie na pograniczu pomiędzy Słowiańszczyzną, państwami niemieckimi oraz Skandynawią przez setki lat wzbogacało miejscową kulturę, w swym rdzeniu słowiańską, o elementy czerpane z tradycji ludów sąsiednich. Powstała w ten sposób unikatowa mieszanka kulturowa, po ostatniej wojnie dodatkowo jeszcze rozwinięta o motywy płynące z tradycji polskich, jest wyjątkowo bogata i atrakcyjna. Jednym z jej wytworów są lokalne legendy i baśnie. Opowiadają one o miłości, odwadze i wierności, piętnują zło, chciwość i zdradę, jednak oprócz tych uniwersalnych wartości przekazują nam wiedzę o dawnych zdarzeniach i życiu ludzi, którzy zamieszkiwali dawniej pomorską ziemię.W książce zebrano opowieści z ziem dawnego Księstwa Pomorskiego, niezależnego państwa rządzonego przez dynastię Gryfitów, które w latach swej świetności rozciągało się od ziem meklemburskich aż po Lębork i Łebę.","0,0",9788397037298,https://lubimyczytac.pl/ksiazka/5173477/legendy-pomorza
Myślenie roślin. Filozofia wegetacji,Michael Marder,2024-11-21,228,polski,słowo/obraz terytoria,"publicystyka literacka, eseje",papier,0,0,"Nie chcąc myśleć o logice roślinnego życia – poza jego biochemicznymi, komórkowymi czy mikromolekularnymi procesami i układami ekologicznymi – filozofowie z łatwością założyli, że w szerokich ewolucyjnych ramach odniesienia istnienie roślin jest słabiej rozwinięte lub mniej zróżnicowane niż istnienie ich zwierzęcych czy ludzkich odpowiedników i że w związku z tym byty roślinne bezwarunkowo udostępniają się nieograniczonemu użyciu i eksploatacji. Tego rodzaju stłumienie najbardziej podstawowego pytania o rośliny legło u podstaw ich etycznego zaniedbania. Choć – podobnie jak my – są one istotami żywymi, nie potrafimy wychwycić w nich nawet najmniejszych podobieństw z naszym życiem.Marginesy filozofii zamieszkiwane są przez nie-ludzkie i nie-zwierzęce istoty – w tym rośliny. Podczas gdy współczesna filozofia raczej wystrzega się ontologicznego i etycznego namysłu nad roślinnym życiem, Michael Marder stawia je na pierwszym planie dokonującej się obecnie dekonstrukcji metafizyki. Autor wskazuje wybrane aspekty istnienia i zachowania roślinnych organizmów oraz roślinnego dziedzictwa ludzkiej myśli. Dowodzi, że rośliny są w stanie oprzeć się totalizującej logice i wyjść poza ciasne granice instrumentalizacji. Rekonstruując życie roślin „po metafizyce”, Marder skupia się na ich wyjątkowej czasowości, wolności oraz materialnej wiedzy i mądrości. W jego ujęciu „myślenie roślin” to zarówno niekognitywny, nieideacyjny i nieobrazowy tryb myślenia właściwy roślinom, jak i proces sprowadzania ludzkiej myśli z powrotem do jej korzeni i uroślinniania jej.","0,0",9788383251011,https://lubimyczytac.pl/ksiazka/5165730/myslenie-roslin-filozofia-wegetacji
Jak Ukraina traciła Donbas,Denys Kazanski,2024-11-20,,polski,Wydawnictwo Ha!art,"publicystyka literacka, eseje",papier,2,2,"„Jak Ukraina traciła Donbas” opowiada najnowszą historię dwóch obwodów Ukrainy, donieckiego i ługańskiego. Autorzy, z lokalnej perspektywy górniczych osiedli, przyglądają się kształtowaniu się potężnych klanów oligarchicznych na tle katastrofy gospodarczej, bolesnej dla mieszkańców regionu transformacji ekonomicznej oraz ekspansji Rosji. Dowiedzcie się, jak elity Donbasu podsycały ogień nienawiści w regionie, by następnie samemu w nim spłonąć i pogrążyć cały region w wojennej otchłani„Jak Ukraina traciła Donbas” to przede wszystkim skrupulatna rekonstrukcja procesów społecznych i politycznych, które doprowadziły do wojny. Zarówno tej, która zaczęła się w 2014 roku, ale i pełnoskalowej rosyjskiej agresji na Ukrainę osiem lat później. Niekwestionowaną zaletą tej książki jest fakt, że jest to pozycja wielowymiarowa. Po pierwsze, to kompetentnie napisana historia najnowsza dwóch obwodów na wschodzie Ukrainy, czyli Ługańszczyzny i Doniecczyzny napisana przez osoby związane z Donbasem. Denys Kazanski i Maryna Worotyncewa obserwowali z bliska opisane w książce procesy Byli świadkami między innymi rajdu Igora Girkina z Krymu do Słowiańska, który stał się wydarzeniem przełomowym w najnowszej historii regionu. Do dzisiaj pozostają w Ukrainie niekwestionowanymi autorytetami w sprawach Donbasu. Książka „Jak Ukraina traciła Donbas” to także książka o masowej manipulacji, o tym, jak łatwo jest w sytuacji, w której sparaliżowane są podstawowe instytucje państwa, relatywnie niewielkimi siłami rozpocząć koszmar wojny. Co ciekawe, jest to proces, który nawet dla jego aktywnych uczestników wydawał się nierealny. W oddali pobrzmiewają więc w niej nuty o banalności przemocy, która zakrada się niepostrzeżenie, a potem znosi z powierzchni ziemi wszystko, razem z ludźmi, który tę przemoc inicjowali. dr Wojciech Siegień","7,0",9788367713498,https://lubimyczytac.pl/ksiazka/5163729/jak-ukraina-tracila-donbas
