title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Dowód zbrodni,Jolanta Bartoś,2024-12-15,264,polski,Wydawnictwo Literackie Białe Pióro,"kryminał, sensacja, thriller",papier,27,9,"Na komisariat policji wpływa zgłoszenie o możliwości popełnienia morderstwa. Kobiety, której dotyczy, nikt nie widział od zaledwie kilku godzin. Dzwoniący prosi o dyskrecję, ponieważ z zaginioną łączył go romans. Policjanci postanawiają sprawdzić doniesienie, które od samego początku wydaje się podejrzane.Co tak naprawdę stało się z Łucją i komu zależało na jej zniknięciu?","8,0",9788367788458,https://lubimyczytac.pl/ksiazka/5169599/dowod-zbrodni
What Hurts the Most,Willow Rose,2024-12-15,442,angielski,CreateSpace Independent Publishing Platform,"kryminał, sensacja, thriller",papier,1,0,"Am I pretty?Imagine being asked that question standing face to face with a killer. What would you answer?While her life is going from bad to worse, journalist Mary Mills receives a disturbing phone call from her father. Her brother was arrested, charged with murder.Mary decides to go back to her hometown of Cocoa Beach, Florida, which she left twenty years back and has never visited since.Working with her old friends in from High School, she tracks down the most disturbing and surprising killer this town has ever faced before a shocking conclusion turns everything upside down for them.Determined to solve the murder and to have her brother acquitted, Mary is forced to face demons from her past she never thought she would have to again.What Hurts the Most is a chilling, fast-paced story of the power of friendship, but also murder and revenge.It’s the first in Willow Rose’s new series about Mary Mills and her childhood friends from Cocoa Beach. It is full of the twists and turns that Willow Rose is known and loved for by readers all over the world.","7,0",1522774939,https://lubimyczytac.pl/ksiazka/5111353/what-hurts-the-most
Tęsknię za tobą,Harlan Coben,2024-12-11,432,polski,Albatros,"kryminał, sensacja, thriller",papier,4613,444,"Wędrówki w przeszłość mogą być niebezpieczne, a pewnych spraw lepiej nie ruszać. Powiedzcie to Kat Donovan! Przeglądając profile na portalu randkowym, detektyw nowojorskiej policji natrafia na zdjęcie byłego narzeczonego. Mężczyzna wiele lat temu złamał jej serce. Uczucia, które Kat starała się zepchnąć w niepamięć, teraz powracają ze zdwojoną siłą. Kobieta ma nadzieję, że złe wspomnienia z przeszłości zatrą się, a to niespodziewane odkrycie stanie się szansą na nowy początek. Dawny ukochany nie chce jednak odnawiać znajomości. Wygląda na to, że Jeff jest powiązany z gangiem oszustów żerujących na słabszych. Mężczyźni ci zajmują się porywaniem, okradaniem i mordowaniem ludzi zwabionych wizją płomiennego romansu w internecie. Dochodzenie, w które angażuje się Kat, kwestionuje jej uczucia wobec wszystkich, których kiedykolwiek kochała: byłego narzeczonego, matki, a nawet brutalnie zamordowanego przed laty ojca. Zabójstwo policjanta do dziś nie zostało wyjaśnione. Teraz nadarza się okazja, żeby zamknąć obie sprawy: ojca i byłego narzeczonego. Ale by tego dokonać, Kat będzie musiała zagłębić się w mroczną przeszłość i przetrwać największą próbę w jej życiu… Serial na podstawie książki trafi na platformę Netflix 1 stycznia 2025 roku. W obsadzie produkcji wystąpią między innymi Richard Armitage, James Nesbitt oraz znana z serialu „Kulawe konie” Rosalind Eleazar. Coben fachowo skonstruował, a następnie odpalił prawdziwą fabularną bombę zegarową. „Booklist” Kolejny triumf na półce Cobena, która już się od nich ugina. The Huffington Post Książka z tych, przez które nie pójdziecie spać i przegapicie swój przystanek autobusowy. Associated Press","7,4",9788383614991,https://lubimyczytac.pl/ksiazka/5169383/tesknie-za-toba
Parabellum,Remigiusz Mróz,2024-12-11,1008,polski,Czwarta Strona,"kryminał, sensacja, thriller",papier,42,15,"Historia o wielkiej miłości, niespodziewanych sojuszach i fali okrucieństw, która zalała Europę.Jest sierpień 1939 roku, nad Polskę nieuchronnie zbliża się widmo wojny. Życie dwóch braci zmienia się z dnia na dzień, kiedy staje się jasne, że świat, jaki dotychczas znali, chyli się ku upadkowi.Starszy sierżant Bronek Zaniewski będzie musiał zmierzyć się z wrogiem na linii frontu, podczas gdy Staszek, młodszy z braci, zrobi wszystko, by zapewnić bezpieczeństwo Żydówce, której oświadczył się tuż przed niemiecką inwazją.Parabellum to nie tylko pełna napięcia opowieść o polskiej historii, ale także okazja do spojrzenia na konflikt oczami oficera Wehrmachtu, Christiana Leitnera, który będzie musiał zdecydować, czy ważniejsza jest dla niego lojalność wobec kraju, czy wobec ludzi.","8,2",9788368263497,https://lubimyczytac.pl/ksiazka/5167900/parabellum
Wszyscy jesteśmy martwi. Część trzecia,Sara Önnebo,2024-12-11,85,polski,Word Audio Publishing International,"kryminał, sensacja, thriller",audiobook,69,7,"W Ostrobotni panuje zima, a z nieba sypie gęsty śnieg. Mimo niesprzyjającej aury policjanci Gisela Forsell i Linus Mikkola kontynuują polowanie na zabójcę, który wciąż pozostaje nieuchwytny. Pomagają im w tym funkcjonariusze Freddy Lärka i Tuula Niemi. Nowe morderstwo jeszcze bardziej komplikuje dochodzenie, a Gisela obawia się, że kolejne osoby mogą znaleźć się w niebezpieczeństwie.To trzecia część czterotomowej serii pt. „Krwawe Święta” opowiadającej o tym tajemniczym i trudnym do rozwikłania śledztwie.","6,3",,https://lubimyczytac.pl/audiobook/5170505/wszyscy-jestesmy-martwi-czesc-trzecia
Śmiertelna gra,Cameron Smith,2024-12-11,240,polski,Wydawnictwo RM,"kryminał, sensacja, thriller",papier,11,5,"Kto raz wejdzie do gry, musi walczyć do końca!Wszystko zaczyna się niewinnie – od zadania do wykonania, błahego lub zabawnego. Potem wyzwania stają się coraz bardziej wymyślne, osobiste i niebezpieczne. Na tym etapie nikt już jednak nie chce – albo nie może – się wycofać. Aż przychodzi wieczór, kiedy zażywasz tajemniczą pigułkę i tracisz świadomość. Gdy się ockniesz, nie będzie powrotu do poprzedniego życia.Pewnego listopadowego dnia grupa nastolatków budzi się w nieznanym budynku. Wszyscy są ubrani w jednakowe stroje, a na szyjach mają metalowe obroże. Personel budynku stanowią pielęgniarki w maseczkach, które kierują każdą osobę na korytarz, a potem prowadzą całą grupę na… scenę. Nikt z uczestników nie wie jeszcze, że zebrano ich tu celowo, a widowisko zorganizowała tajemnicza organizacja, która rozgrywa swoją własną partię. Wkrótce staje się jasne, że młodzi ludzie są pozbawieni możliwości ucieczki i wyboru. Jedyne, co im pozostaje, to grać. Stawką jest życie każdego z nich. Ale zwycięzca może być tylko jeden.Cameron Smith ma na swoim koncie kilka interesujących książek wydanych pod innym nazwiskiem. Tym razem pisze otwarcie o tym, wobec czego odczuwa nieodpartą fascynację – o złu i jego korzeniach wyrażonych w popkulturze. W swoich książkach tworzy doskonałą atmosferę, której towarzyszy świetny warsztat pisarski. Uwielbia horrory, kocha dzieła Lovecrafta i może godzinami dyskutować o tym, jak w ludzkiej duszy kiełkuje skłonność do przemocy. W ""Śmiertelnej grze"" bawi się konwencją, którą doceniło już wielu uznanych autorów. Nic dziwnego, w końcu ta tematyka odnosi się do jednego z ulubionych mrocznych tematów niezliczonej rzeszy czytelników i widzów – bezsilności ofiary wobec bezsensownej lub pozornie bezsensownej śmierci. Dlaczego akurat ja? – pytają bohaterowie powieści i seriali. Cameron gorąco kibicuje każdemu twórcy i autorowi, który podejmuje ten temat, i wznosi za niego lub za nią toast szklanką dobrej whisky.","7,4",9788381515993,https://lubimyczytac.pl/ksiazka/5167645/smiertelna-gra
Echo przeszłości,Cecilia Sjögren,2024-12-11,,polski,Saga Egmont,"kryminał, sensacja, thriller",e-book,10,0,"Dom opieki, zagadkowa śmierć i zmowa milczenia opiekunów.W domu spokojnej starości nagle umiera pacjent. To wzbudza podejrzenia emerytowanego policjanta Tore Lindahla. Czy za śmiercią może stać ktoś z zewnątrz? I dlaczego pracownicy placówki nagle postanawiają milczeć?Dziennikarka z lokalnej gazety rozpoczyna śledztwo z emerytowanym policjantem.Czy starszy mężczyzna mógł zostać zamordowany, bo wiedział za dużo? Okazuje się, że nie był pierwszą ofiarą spisku...Aby odkryć prawdę, muszą cofnąć się aż do czasów II wojny światowej.","5,6",9788728569108,https://lubimyczytac.pl/ksiazka/5172622/echo-przeszlosci
Murder on West Lake,I. M. Foster,2024-12-11,458,angielski,Inez M. Foster,"kryminał, sensacja, thriller",e-book,1,0,"A scream shattered the tranquil air, echoing off the ice-covered lake, and Daniel's heart froze. He knew that voice all too well.After a pleasant afternoon of ice skating on the frozen waters of West Lake, local librarian Kathleen Brissedon stumbles across a gruesome sight in the nearby gazebo. It only takes a moment for her beau, assistant coroner Doctor Daniel O'Halleran, to determine that the victim was murdered.To protect Kathleen from the ghastly sight of the man’s slashed throat, Daniel insists she return home while he examines the body further. Though the immediate cause of death appears obvious, he fears the subsequent autopsy will uncover more questions than answers, and it's clear that he has his work cut out for him if he's going to find the person responsible.Kathleen has no intention of remaining demurely at home, not when there's a murder to solve. Slipping back to the scene, she conducts her own investigation. Though her discoveries prove interesting, Daniel is too concerned about her safety to stifle his annoyance, especially after the killer makes a second attempt closer to home. But as the puzzle pieces begin to fall into place and Daniel starts closing in on the truth, the killer sets their sights on him.With the danger increasing, Kathleen intent on assisting in the investigation, and his family descending on Patchogue to spend the Christmas holidays, Daniel has his hands full. Will he and Kathleen be able to put their heads together and discover who is behind the attacks, or will the killer continue to plague the tranquil South Shore village unhindered?","7,0",,https://lubimyczytac.pl/ksiazka/5174483/murder-on-west-lake
Zdjęcie snu,Max Fudali,2024-12-10,562,polski,Novae Res,"kryminał, sensacja, thriller",papier,12,6,"Rzeczywistość bywa gorsza od najbardziej przerażającego koszmaruSennym miasteczkiem Ostoja wstrząsa seria zagadkowych morderstw nastolatków. Ofiary zostają znalezione ze śladami poparzeń na ciałach i szmacianymi maskotkami w dłoniach. Detektyw prowadzący śledztwo ucieka z miasta, a tajemniczy morderca, znany w mediach jako Kociarz, pozostaje nieuchwytny.Kilkanaście lat później do Ostoi, na zaproszenie burmistrzyni, przyjeżdża znany pisarz, Filip Dragan. Ma rozpocząć pracę nad reportażową książką dotyczącą dawnych zbrodni. Niestety, nie wszystkim podoba się jego obecność w mieście… Wkrótce po przybyciu Dragana dochodzi do zabójstwa dokonanego w niepokojąco znajomy sposób.Pisarz włącza się do śledztwa i próbuje rozwikłać makabryczną zagadkę. Szperanie w przeszłości może jednak sprawić, że on sam znajdzie się na celowniku sprawcy. A ten nie zamierza przestać, dopóki nie dokończy swojego mrocznego dzieła…","6,7",9788383734118,https://lubimyczytac.pl/ksiazka/5167290/zdjecie-snu
Bungou Stray Dogs Light Novel: 55 minut,Kafka Asagiri,2024-12-10,,polski,Waneko,"kryminał, sensacja, thriller",papier,6,0,"Zbrojna Agencja Detektywistyczna podejmuje się schwytania rabusiów grasujących na Wyspie Standardowej, która „pływa” unosząc się na morzu nieopodal Jokohamy. Jednak na miejscu sprawy się komplikują, gdy terroryści grożą aktywacją bezprecedensowej, uzdolnionej broni. Przed goniącym przestępców Atsushim pojawia się obdarzona zdolnością H.G. Wells. Chłopak nie wie, czy jest ona sprzymierzeńcem, czy też wrogiem, a czas ucieka, nieubłaganie zbliżając się do wyznaczonego limitu… Kiedy Dazai prawie odkrywa prawdę, zabójcze ostrze winowajcy już zmierza w jego stronę!","7,3",,https://lubimyczytac.pl/ksiazka/5167443/bungou-stray-dogs-light-novel-55-minut
GRA O PREZYDENTA,Dariusz Kacprzak,2024-12-10,437,polski,"HANNA KACPRZAK, AT ONCE","kryminał, sensacja, thriller",papier,14,17,"Powieść dostępna w sklepie: www.kacprzak.storeGra o Prezydenta to trzymająca w napięciu powieść polityczno-kryminalna nurtu political fiction, gdzie wielka polityka przeplata się z rozgrywkami lokalnych graczy. W cieniu czai się tajemniczy Niewidzialny Brat i pociąga za wszystkie sznurki. Kto jest kim w tej rozgrywce? Komu można ufać? Na kogo postawić?Gęsta sieć intryg, złożonych układów i skrywanych tajemnic sprawia, że nic nie jest takie, jakim się wydaje. Dynamiczna treść, błyskotliwe dialogi, dbałość o szczegóły... W Grze o Prezydenta wszystko ma znaczenie a próba przewidzenia tego co się wydarzy, skazana jest na porażkę.Powieść Gra o Prezydenta jest warszawskim House of Cards, pokazującym od podszewki arkana polityki, gdzie bohaterem metafizycznym jest władza - walka o nią, jej posiadanie i utrata. Akcja powieści rozgrywa się na przełomie 2001 i 2002 roku, w okresie przygotowań do wyborów Prezydenta Warszawy. Wokół głównego wątku autor zbudował misternie utkaną i napędzającą akcję otoczkę, która dotyka służb specjalnych, pieniędzy, fałszerstwa, miłości, seksu i morderstwa.Czy w walce o Ratusz obowiązują jakieś zasady? Czy wartości mają jeszcze znaczenie?Walka o władzę w stolicy jest brutalna. Przygotowania do wyborów, ich przebieg i powyborcza rzeczywistość ujawniają niewygodną prawdę i prawdziwe oblicze uczestników rozgrywki. Bohaterowie są nietuzinkowi. Nawet jeśli sprawiają wrażenie przeciętnych, to prędzej czy później autor ujawnia ich drugie zaskakujące oblicze.","9,6",9788397351202,https://lubimyczytac.pl/ksiazka/5170793/gra-o-prezydenta
Porwana przez Jokera. Obsesja,Queen Cara,2024-12-10,561,polski,Wydawnictwo AlterNatywne,"kryminał, sensacja, thriller",papier,8,5,"Caroline Williams po wybudzeniu się ze śpiączki postanawia odkryć tożsamość śledzącego ją psychopaty.Prześladowcą dziewczyny okazuje się być jeden z czołowych przedstawicieli potężnego rodu mafijnego, znanego na całym świecie od pokoleń, niebezpieczny gangster o złowrogo kojarzącym się pseudonimie Joker.Na domiar złego osiemnastolatka dowiaduje się o kłopotach finansowych w rodzinie i poważnej chorobie swojej najlepszej przyjaciółki, Isabeli, którą uratować może jedynie kosztowny zabieg.Mężczyzna proponuje bohaterce układ – spłaci długi jej rodziców, sfinansuje operację przyjaciółki oraz znajdzie dla niej dawcę, jeśli Caroline zgodzi się porzucić całe swoje dotychczasowe życie i dobrowolnie z nim odejdzie.Czy Cara przystanie na propozycję Jokera? Czy dziewczynę z oprawcą łączy coś więcej, niż się wydaje?","8,9",9788367260602,https://lubimyczytac.pl/ksiazka/5168707/porwana-przez-jokera-obsesja
Waterlogged,Nance Sparks,2024-12-10,264,angielski,Bold Strokes Books,"kryminał, sensacja, thriller",papier,1,1,"After nineteen years as a conservation warden on some of the busiest lakes in Southern Wisconsin, Jordan Pearce is ready for a change of pace in the quiet of the Northwoods on the same lake she used to vacation on with her family. Her wish is granted when a colleague quits without notice. Everything seems to be falling into place.Hanna Quinn returns to the Northwoods to help care for her aunt Dottie after a cancer diagnosis. Both her aunts have been her saving grace and now it’s her turn to be their strength. There’s plenty to keep her busy, and the new conservation warden is a welcome distraction from her overflowing plate.Odd occurrences put the community on edge, and the serenity of the Northwoods is rocked when a body is discovered floating in the flowage. Jordan pushes the limits of her authority to keep Hanna and her new town safe, but the truth isn’t always as it seems.","9,0",9781636796994,https://lubimyczytac.pl/ksiazka/5173650/waterlogged
One,Agnieszka Peszek,2024-12-09,394,polski,110 procent,"kryminał, sensacja, thriller",papier,176,96,"Zemsta budowana na pajęczynie kłamstw może doprowadzić tylko do katastrofy. Maria Krzemińska przeprowadza się do Grodziska Mazowieckiego, zostawiając za sobą karierę w modelingu oraz męża, który się nad nią znęcał. Chce rozpocząć nowy etap życia, ale również liczy na odszukanie rodziny, która kiedyś mieszkała w okolicy. W odnalezieniu się w nowym miejscu pomaga jej poznana w Internecie Olga Szumicka, znawczyni marketingowych strategii. Ich znajomość początkowo krąży wokół pomysłu na działalność Marii, jednak z czasem coraz bardziej schodzi na tereny prywatne. Losy kobiet zaczynają się splatać coraz bardziej. A ponieważ każda z nich skrywa w sobie sekrety, których za nic nie chce ujawnić, nieuchronnie dążą do najgorszego. Ginie człowiek. Co się z nim stało? Ktoś mu coś zrobił? Kto jest tym złym? „One” to historia pojedynku dwóch kobiet, kierowanych zupełnie różnymi motywami. Jedna się broni, a druga atakuje, bazując na błędnych przekonaniach.","7,6",9788397190849,https://lubimyczytac.pl/ksiazka/5166147/one
